INTERVAL_DATETIME,NSW1,QLD1,SA1,TAS1,VIC1
2024-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-01 05:00:00,28.042,15.611,0.0,4.268,14.91
2024-01-01 06:00:00,362.145,198.076,42.782,29.672,260.146
2024-01-01 07:00:00,902.32,539.786,258.869,72.178,843.278
2024-01-01 08:00:00,1468.041,905.373,625.266,103.81,1563.095
2024-01-01 09:00:00,1678.826,1254.144,971.174,134.336,2203.753
2024-01-01 10:00:00,1819.102,1435.992,1209.19,160.024,2653.905
2024-01-01 11:00:00,2080.582,1363.778,1276.676,184.226,2917.083
2024-01-01 12:00:00,2232.252,1395.032,1145.892,177.104,3008.011
2024-01-01 13:00:00,2112.29,1465.272,1118.667,170.696,2909.616
2024-01-01 14:00:00,1976.812,1316.007,869.547,137.453,2664.504
2024-01-01 15:00:00,1669.045,1067.053,825.796,89.628,2318.715
2024-01-01 16:00:00,1272.941,642.066,505.857,69.604,1836.59
2024-01-01 17:00:00,826.306,345.942,414.751,49.686,1302.855
2024-01-01 18:00:00,326.953,87.48,271.832,22.523,564.756
2024-01-01 19:00:00,29.933,2.379,94.28,7.021,130.159
2024-01-01 20:00:00,0.0,0.0,2.806,0.084,1.522
2024-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-02 05:00:00,50.804,3.886,0.0,1.627,6.086
2024-01-02 06:00:00,496.066,126.274,34.113,9.77,154.492
2024-01-02 07:00:00,1336.044,430.106,236.868,32.996,527.048
2024-01-02 08:00:00,2079.502,1008.804,578.426,62.037,1182.686
2024-01-02 09:00:00,2613.83,1372.021,955.094,92.326,1948.798
2024-01-02 10:00:00,3021.422,1520.707,1216.744,121.184,2306.529
2024-01-02 11:00:00,3361.365,1251.938,1389.947,129.933,2525.386
2024-01-02 12:00:00,3411.935,1311.984,1489.04,146.724,2373.143
2024-01-02 13:00:00,3285.602,1394.701,1512.288,158.908,1603.819
2024-01-02 14:00:00,3002.377,1468.754,1497.848,148.338,758.867
2024-01-02 15:00:00,2554.73,1402.282,1419.508,120.496,464.18
2024-01-02 16:00:00,1894.584,1148.644,1174.803,100.667,289.017
2024-01-02 17:00:00,916.354,655.412,835.489,60.606,198.81
2024-01-02 18:00:00,353.89,222.834,450.098,27.792,116.889
2024-01-02 19:00:00,34.25,7.976,118.132,11.518,39.13
2024-01-02 20:00:00,0.0,0.0,6.189,0.246,2.375
2024-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-03 05:00:00,41.13,19.921,0.0,1.748,6.0
2024-01-03 06:00:00,530.056,390.156,23.516,15.605,142.996
2024-01-03 07:00:00,1505.225,1266.876,146.826,47.297,411.652
2024-01-03 08:00:00,2466.399,2197.283,200.025,100.097,668.141
2024-01-03 09:00:00,3245.262,2742.802,263.785,150.805,1008.984
2024-01-03 10:00:00,3758.564,2958.779,387.06,170.83,1083.704
2024-01-03 11:00:00,3950.281,2969.02,631.123,184.791,1326.662
2024-01-03 12:00:00,3885.661,2656.302,786.026,166.728,1661.744
2024-01-03 13:00:00,3585.84,2631.416,715.562,121.089,1930.102
2024-01-03 14:00:00,2448.994,2784.928,676.173,126.011,2160.201
2024-01-03 15:00:00,1681.855,2419.042,660.382,110.442,1983.101
2024-01-03 16:00:00,1339.625,1865.382,486.678,80.434,1265.704
2024-01-03 17:00:00,838.078,1100.85,381.432,28.71,743.694
2024-01-03 18:00:00,389.794,282.858,187.327,10.208,418.319
2024-01-03 19:00:00,45.424,5.588,61.162,4.069,124.882
2024-01-03 20:00:00,0.0,0.0,2.428,0.178,2.392
2024-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-04 05:00:00,38.535,20.044,0.0,2.48,4.412
2024-01-04 06:00:00,474.941,432.047,9.49,22.882,103.0
2024-01-04 07:00:00,1331.062,1331.451,55.822,48.052,312.059
2024-01-04 08:00:00,1965.686,2104.024,175.07,75.462,658.892
2024-01-04 09:00:00,2715.349,2194.444,338.389,118.43,1056.488
2024-01-04 10:00:00,3201.953,2770.656,582.454,140.422,1458.933
2024-01-04 11:00:00,3156.51,3214.486,643.764,158.24,1815.194
2024-01-04 12:00:00,2547.06,3247.016,992.175,178.734,2205.218
2024-01-04 13:00:00,1754.032,3223.616,1219.851,161.422,2581.056
2024-01-04 14:00:00,1438.662,2944.904,1213.787,181.816,2506.42
2024-01-04 15:00:00,1043.082,2472.525,1107.94,123.714,2296.105
2024-01-04 16:00:00,798.322,1768.549,961.659,80.073,1813.28
2024-01-04 17:00:00,558.12,934.052,609.4,54.413,1092.604
2024-01-04 18:00:00,232.656,249.129,308.936,29.158,483.014
2024-01-04 19:00:00,29.568,4.145,131.364,9.34,120.516
2024-01-04 20:00:00,0.0,0.0,17.45,0.269,1.709
2024-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-05 05:00:00,31.757,12.959,0.0,1.884,9.778
2024-01-05 06:00:00,430.71,387.766,22.323,13.634,208.39
2024-01-05 07:00:00,1095.144,1256.33,190.166,43.908,663.563
2024-01-05 08:00:00,1699.406,1930.978,538.166,95.787,1210.518
2024-01-05 09:00:00,2211.618,2118.648,922.498,133.697,1734.859
2024-01-05 10:00:00,2523.542,2516.196,1161.792,165.786,2247.612
2024-01-05 11:00:00,2970.76,2716.562,1378.701,185.712,2511.538
2024-01-05 12:00:00,2905.338,2991.548,1458.586,199.796,2426.096
2024-01-05 13:00:00,2961.554,2917.178,1460.206,203.296,2483.984
2024-01-05 14:00:00,2739.678,2538.275,1391.898,192.147,2524.942
2024-01-05 15:00:00,2392.347,2259.68,1273.162,173.64,2347.328
2024-01-05 16:00:00,2054.226,1615.116,1067.063,139.876,1950.584
2024-01-05 17:00:00,1252.492,848.56,732.962,95.098,1369.412
2024-01-05 18:00:00,515.505,302.725,330.634,45.598,672.684
2024-01-05 19:00:00,52.007,4.478,106.942,10.684,155.786
2024-01-05 20:00:00,0.0,0.0,4.992,0.311,2.57
2024-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-06 05:00:00,32.59,15.0,0.0,2.816,9.048
2024-01-06 06:00:00,452.332,311.01,23.508,23.982,211.762
2024-01-06 07:00:00,1401.946,1034.714,202.32,59.748,774.208
2024-01-06 08:00:00,2349.182,1770.773,202.68,101.872,1529.984
2024-01-06 09:00:00,2988.47,2052.688,154.274,140.059,2157.44
2024-01-06 10:00:00,3293.111,2368.244,149.534,176.012,2602.294
2024-01-06 11:00:00,3655.894,2512.859,224.632,200.273,2806.668
2024-01-06 12:00:00,3675.122,2433.221,288.001,208.196,2755.729
2024-01-06 13:00:00,3623.171,2155.727,294.096,196.313,2503.502
2024-01-06 14:00:00,3257.538,2140.453,451.486,173.61,2124.14
2024-01-06 15:00:00,2866.094,1868.887,677.192,171.522,1798.221
2024-01-06 16:00:00,2255.84,1364.002,735.607,135.333,1300.34
2024-01-06 17:00:00,1320.491,699.746,713.597,90.773,880.22
2024-01-06 18:00:00,476.754,210.997,393.246,44.638,392.355
2024-01-06 19:00:00,44.199,4.389,91.866,12.402,107.638
2024-01-06 20:00:00,0.0,0.0,7.285,0.438,1.04
2024-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-07 05:00:00,53.204,20.973,0.0,2.96,3.803
2024-01-07 06:00:00,447.328,399.038,8.134,28.627,116.466
2024-01-07 07:00:00,1355.958,1225.802,78.475,56.294,380.886
2024-01-07 08:00:00,2266.646,2015.097,253.882,95.152,705.712
2024-01-07 09:00:00,2816.598,2614.332,497.232,99.846,832.278
2024-01-07 10:00:00,3414.907,2720.008,632.609,118.542,791.3
2024-01-07 11:00:00,3652.9,2805.148,798.152,144.014,747.555
2024-01-07 12:00:00,3663.283,2865.082,527.752,133.865,555.529
2024-01-07 13:00:00,3378.932,2795.978,1087.924,103.303,588.999
2024-01-07 14:00:00,3084.579,2679.63,1278.417,72.018,609.792
2024-01-07 15:00:00,2752.521,2046.585,1189.391,63.648,487.641
2024-01-07 16:00:00,2080.966,1364.41,912.32,41.894,447.005
2024-01-07 17:00:00,1243.352,808.215,537.431,27.158,361.165
2024-01-07 18:00:00,415.768,222.446,257.678,13.784,189.266
2024-01-07 19:00:00,33.494,3.496,81.742,2.764,56.915
2024-01-07 20:00:00,0.0,0.0,4.833,0.03,0.396
2024-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-08 05:00:00,24.972,6.58,0.0,0.177,0.957
2024-01-08 06:00:00,341.619,209.327,8.598,2.646,30.112
2024-01-08 07:00:00,860.882,769.462,98.246,9.857,102.197
2024-01-08 08:00:00,1148.93,1390.504,301.664,21.742,216.692
2024-01-08 09:00:00,1151.25,1926.682,624.148,36.921,303.616
2024-01-08 10:00:00,1331.578,2441.823,840.034,44.4,367.761
2024-01-08 11:00:00,1893.396,2593.632,982.642,48.67,500.35
2024-01-08 12:00:00,1934.89,2349.782,1106.326,76.402,584.887
2024-01-08 13:00:00,1581.416,2327.055,1198.574,82.514,612.604
2024-01-08 14:00:00,1378.172,2217.922,1218.185,109.447,632.714
2024-01-08 15:00:00,1395.146,1987.379,1183.148,84.816,612.044
2024-01-08 16:00:00,1134.186,1444.424,936.333,71.676,500.093
2024-01-08 17:00:00,748.78,747.138,586.815,50.97,401.152
2024-01-08 18:00:00,327.01,174.79,306.276,26.35,236.324
2024-01-08 19:00:00,47.829,3.939,104.405,9.283,58.15
2024-01-08 20:00:00,0.0,0.0,5.968,0.432,1.058
2024-01-08 21:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-08 23:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-09 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-09 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-09 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-09 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-09 05:00:00,20.877,6.276,0.0,2.367,5.118
2024-01-09 06:00:00,359.466,224.538,26.397,16.498,189.002
2024-01-09 07:00:00,1096.788,502.382,214.29,47.576,710.873
2024-01-09 08:00:00,1943.586,1026.102,557.428,95.507,1368.475
2024-01-09 09:00:00,2543.069,1525.686,905.116,153.031,1950.097
2024-01-09 10:00:00,3146.243,1861.95,1187.445,195.989,2290.869
2024-01-09 11:00:00,3503.29,2300.957,1370.008,213.658,2496.614
2024-01-09 12:00:00,3361.126,2751.404,1498.75,221.664,2581.448
2024-01-09 13:00:00,2568.993,2755.443,1528.512,219.664,2603.165
2024-01-09 14:00:00,2597.444,2448.285,1483.716,207.25,2553.592
2024-01-09 15:00:00,2440.1,2257.2,1429.28,188.151,2387.295
2024-01-09 16:00:00,1548.114,1511.718,1196.258,155.382,2005.999
2024-01-09 17:00:00,779.831,600.884,899.254,100.514,1370.948
2024-01-09 18:00:00,294.16,177.882,509.422,47.372,680.566
2024-01-09 19:00:00,34.836,3.144,157.332,9.217,164.746
2024-01-09 20:00:00,0.0,0.0,7.783,0.111,2.498
2024-01-09 21:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-09 22:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-09 23:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-10 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-10 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-10 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-10 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-10 05:00:00,11.554,2.652,0.0,0.609,6.622
2024-01-10 06:00:00,290.791,135.517,23.885,12.61,201.112
2024-01-10 07:00:00,913.85,731.91,213.392,51.092,733.688
2024-01-10 08:00:00,1800.198,1750.327,581.362,78.595,1467.016
2024-01-10 09:00:00,2644.551,2432.43,964.235,123.348,2098.106
2024-01-10 10:00:00,3179.71,2880.478,1244.239,171.421,2549.216
2024-01-10 11:00:00,3552.965,3092.213,1428.143,177.485,2819.42
2024-01-10 12:00:00,3907.416,2953.514,1520.271,178.728,2898.173
2024-01-10 13:00:00,3935.176,3185.62,1557.4,182.646,2717.812
2024-01-10 14:00:00,3549.149,2724.907,1541.55,191.954,2571.966
2024-01-10 15:00:00,2592.314,2510.622,1456.942,176.421,2450.946
2024-01-10 16:00:00,2006.058,1688.996,1248.528,146.84,2060.696
2024-01-10 17:00:00,1216.77,627.756,910.108,97.877,1423.823
2024-01-10 18:00:00,499.746,191.858,503.983,43.22,708.576
2024-01-10 19:00:00,46.796,4.82,159.558,8.798,165.426
2024-01-10 20:00:00,0.0,0.0,9.504,0.128,2.378
2024-01-10 21:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-10 22:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-10 23:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-11 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-11 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-11 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-11 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-11 05:00:00,16.83,13.037,0.0,2.23,3.387
2024-01-11 06:00:00,290.38,325.307,26.842,26.834,150.78
2024-01-11 07:00:00,855.33,976.252,232.566,73.868,590.914
2024-01-11 08:00:00,1665.723,1481.408,620.378,115.084,1138.75
2024-01-11 09:00:00,2264.328,1984.719,995.523,168.052,1934.725
2024-01-11 10:00:00,2870.996,2338.944,1279.123,198.877,2607.937
2024-01-11 11:00:00,3379.395,2692.4,1450.356,212.429,2923.845
2024-01-11 12:00:00,3662.84,2685.99,1532.304,218.37,3065.75
2024-01-11 13:00:00,3618.468,2797.992,1553.888,217.548,3045.558
2024-01-11 14:00:00,3547.068,2842.054,1522.92,207.331,2945.386
2024-01-11 15:00:00,2939.011,2571.56,1427.058,186.206,2687.603
2024-01-11 16:00:00,2084.016,1821.234,1212.186,152.436,2169.222
2024-01-11 17:00:00,1240.403,963.902,892.754,102.562,1478.456
2024-01-11 18:00:00,447.638,261.431,510.102,47.148,718.992
2024-01-11 19:00:00,45.846,6.668,165.397,9.954,165.004
2024-01-11 20:00:00,0.0,0.0,9.108,0.156,2.27
2024-01-11 21:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-11 22:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-11 23:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-12 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-12 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-12 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-12 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-12 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-12 05:00:00,24.122,9.174,0.0,1.458,2.934
2024-01-12 06:00:00,394.168,279.294,25.901,22.434,138.054
2024-01-12 07:00:00,1144.61,817.456,226.273,62.512,640.041
2024-01-12 08:00:00,2112.82,1226.792,592.61,118.684,1422.159
2024-01-12 09:00:00,2826.731,1655.602,964.888,163.726,2135.797
2024-01-12 10:00:00,3283.888,2048.406,1250.304,196.368,2635.855
2024-01-12 11:00:00,3660.554,2310.525,1412.972,208.267,2893.732
2024-01-12 12:00:00,3738.538,2831.775,1490.372,209.871,2994.383
2024-01-12 13:00:00,3878.548,3072.879,1512.802,212.167,2853.379
2024-01-12 14:00:00,3685.676,3055.35,1498.09,181.596,2642.283
2024-01-12 15:00:00,3223.692,2360.766,1407.528,160.85,2389.415
2024-01-12 16:00:00,2426.546,1851.996,1211.855,105.159,1947.221
2024-01-12 17:00:00,1405.577,934.016,900.438,66.532,1317.554
2024-01-12 18:00:00,506.847,267.057,513.0,30.97,650.338
2024-01-12 19:00:00,49.284,6.773,162.074,5.796,159.193
2024-01-12 20:00:00,0.0,0.0,8.591,0.049,1.961
2024-01-12 21:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-12 22:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-12 23:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-13 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-13 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-13 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-13 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-13 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-13 05:00:00,23.736,5.078,0.0,1.196,1.904
2024-01-13 06:00:00,433.917,224.071,32.788,19.282,149.215
2024-01-13 07:00:00,1355.358,779.304,211.532,53.13,448.323
2024-01-13 08:00:00,2410.043,1479.243,460.054,96.758,678.994
2024-01-13 09:00:00,3278.32,2096.124,749.694,144.379,1097.78
2024-01-13 10:00:00,3799.96,2467.861,1030.988,175.597,1312.57
2024-01-13 11:00:00,4215.536,2887.583,1145.446,199.296,1484.394
2024-01-13 12:00:00,4351.07,3209.172,1272.466,202.455,1481.068
2024-01-13 13:00:00,4238.843,3297.085,1224.21,203.254,1183.733
2024-01-13 14:00:00,3735.507,3153.242,1133.388,188.198,1010.92
2024-01-13 15:00:00,3015.788,2721.402,1043.93,169.968,1043.216
2024-01-13 16:00:00,2246.59,1977.866,933.905,131.229,1208.344
2024-01-13 17:00:00,1111.597,1050.838,574.649,92.849,931.625
2024-01-13 18:00:00,367.334,274.18,373.268,43.1,451.918
2024-01-13 19:00:00,33.052,6.056,136.296,11.164,110.974
2024-01-13 20:00:00,0.0,0.0,8.79,0.22,1.125
2024-01-13 21:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-13 22:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-13 23:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-14 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-14 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-14 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-14 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-14 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-14 05:00:00,12.902,9.976,0.0,1.852,5.084
2024-01-14 06:00:00,267.743,328.267,23.635,23.514,174.136
2024-01-14 07:00:00,852.214,1214.904,154.438,69.027,549.43
2024-01-14 08:00:00,1567.839,2123.02,365.458,118.9,1105.026
2024-01-14 09:00:00,1850.991,2746.266,789.66,163.605,1851.92
2024-01-14 10:00:00,2238.154,3204.371,1115.088,188.172,2520.946
2024-01-14 11:00:00,2777.048,3408.098,1366.772,207.856,2784.987
2024-01-14 12:00:00,2770.228,3335.802,1366.76,220.82,2823.507
2024-01-14 13:00:00,2548.949,3365.79,1424.545,218.88,2787.288
2024-01-14 14:00:00,2354.084,3141.948,1375.586,207.059,2412.318
2024-01-14 15:00:00,1836.546,2644.964,1368.984,183.738,2079.26
2024-01-14 16:00:00,1460.105,1953.19,1202.238,137.49,1474.855
2024-01-14 17:00:00,771.33,1020.136,885.157,96.06,898.206
2024-01-14 18:00:00,274.987,252.878,499.244,46.474,501.871
2024-01-14 19:00:00,31.714,4.432,165.702,10.284,151.334
2024-01-14 20:00:00,0.0,0.0,8.558,0.209,2.35
2024-01-14 21:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-14 22:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-14 23:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-15 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-15 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-15 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-15 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-15 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-15 05:00:00,3.584,2.208,0.0,1.256,4.456
2024-01-15 06:00:00,144.098,234.256,21.276,15.791,176.334
2024-01-15 07:00:00,445.992,809.376,210.09,45.656,671.456
2024-01-15 08:00:00,794.347,1421.253,575.366,86.548,1294.931
2024-01-15 09:00:00,1209.32,2133.918,961.75,155.017,1897.728
2024-01-15 10:00:00,1523.652,2429.396,1245.635,185.408,2392.123
2024-01-15 11:00:00,1726.752,2455.713,1420.762,178.59,2593.193
2024-01-15 12:00:00,1739.728,2465.238,1500.735,187.793,2712.408
2024-01-15 13:00:00,1842.098,2499.878,1488.84,196.312,2615.562
2024-01-15 14:00:00,1958.209,1985.594,1443.757,190.322,2552.081
2024-01-15 15:00:00,1561.912,1458.885,1331.0,177.721,2357.206
2024-01-15 16:00:00,1053.386,987.964,1125.751,143.562,1933.938
2024-01-15 17:00:00,664.908,572.391,789.743,99.549,1330.042
2024-01-15 18:00:00,314.504,188.716,348.088,47.233,636.888
2024-01-15 19:00:00,38.952,4.014,149.865,10.22,146.27
2024-01-15 20:00:00,0.0,0.0,8.17,0.204,1.91
2024-01-15 21:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-15 22:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-15 23:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-16 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-16 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-16 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-16 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-16 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-16 05:00:00,10.541,3.66,0.0,1.436,3.04
2024-01-16 06:00:00,237.164,209.458,20.654,20.995,133.253
2024-01-16 07:00:00,716.012,879.442,203.9,58.633,663.622
2024-01-16 08:00:00,1271.46,1725.803,519.529,91.822,1425.925
2024-01-16 09:00:00,1754.539,2016.1,857.084,117.79,2104.418
2024-01-16 10:00:00,1883.924,2418.448,1179.7,145.324,2607.792
2024-01-16 11:00:00,2117.192,2128.836,1380.471,161.988,2869.638
2024-01-16 12:00:00,2290.896,2372.32,1464.073,173.221,2932.25
2024-01-16 13:00:00,2069.514,2480.458,1468.132,173.112,2904.206
2024-01-16 14:00:00,1760.942,2112.524,1437.764,171.76,2690.17
2024-01-16 15:00:00,1480.152,1442.354,1312.33,153.016,2261.616
2024-01-16 16:00:00,1044.305,1204.488,1048.272,123.059,1724.282
2024-01-16 17:00:00,670.504,703.434,768.136,84.526,1147.564
2024-01-16 18:00:00,261.095,250.603,375.79,41.349,522.987
2024-01-16 19:00:00,27.736,5.375,75.374,8.997,132.51
2024-01-16 20:00:00,0.0,0.0,0.836,0.126,0.952
2024-01-16 21:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-16 22:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-16 23:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-17 00:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-17 01:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-17 02:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-17 03:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-17 04:00:00,0.0,0.0,0.0,0.0,0.0
2024-01-17 05:00:00,9.31,6.222,0.0,0.85,0.991
2024-01-17 06:00:00,302.886,286.136,15.0,7.323,34.856
2024-01-17 07:00:00,956.295,983.662,173.142,10.274,93.368
2024-01-17 08:00:00,1698.526,1736.223,427.514,11.192,152.723
2024-01-17 09:00:00,2348.314,2151.212,628.757,12.492,255.336
2024-01-17 10:00:00,2982.9,2524.698,884.62,16.023,486.406
2024-01-17 11:00:00,2586.726,2651.972,1132.492,28.222,728.216
2024-01-17 12:00:00,2211.369,2848.486,1414.464,39.421,1183.904
2024-01-17 13:00:00,1939.828,3112.559,1538.2,45.294,1596.458
2024-01-17 14:00:00,1365.206,2988.116,1509.048,62.462,1821.827
2024-01-17 15:00:00,988.651,2534.73,1434.831,91.597,1768.905
2024-01-17 16:00:00,603.456,1704.8,1252.308,95.42,1646.042
2024-01-17 17:00:00,334.873,923.514,901.604,98.115,1165.924
2024-01-17 18:00:00,167.257,285.788,506.441,43.344,597.439
2024-01-17 19:00:00,19.869,4.691,160.65,6.96,152.457
2024-01-17 20:00:00,0.0,0.0,8.531,0.114,1.525
2024-01-17 21:00:00,0.0,0.0,0.0,0.0,0.0
