,NSW1,QLD1,SA1,TAS1,VIC1
2024-03-14 21:00:00,8412.5,7653.12,1574.13,1167.88,4602.16
2024-03-14 21:30:00,8221.39,7451.1,1535.28,1142.71,4432.36
2024-03-14 22:00:00,7963.66,7149.68,1494.13,1116.27,4260.64
2024-03-14 22:30:00,7761.46,6940.05,1477.36,1102.5,4266.88
2024-03-14 23:00:00,7533.21,6723.56,1405.84,1100.67,4340.72
2024-03-14 23:30:00,7389.49,6539.2,1469.34,1083.11,4309.14
2024-03-15 00:00:00,7216.85,6340.44,1466.6,1086.16,4201.42
2024-03-15 00:30:00,6871.43,6210.17,1466.72,1046.44,4084.1
2024-03-15 01:00:00,6705.39,6126.93,1426.8,1065.34,4055.66
2024-03-15 01:30:00,6509.9,6077.69,1397.84,1063.73,3984.2
2024-03-15 02:00:00,6415.77,5993.77,1369.04,1071.01,3918.7
2024-03-15 02:30:00,6385.03,5950.63,1368.74,1070.35,3878.04
2024-03-15 03:00:00,6340.66,5930.94,1349.74,1074.63,3855.04
2024-03-15 03:30:00,6434.6,5962.12,1334.21,1077.44,3925.72
2024-03-15 04:00:00,6546.25,5968.51,1331.17,1099.61,3981.37
2024-03-15 04:30:00,6738.63,6045.68,1344.41,1126.84,4147.55
2024-03-15 05:00:00,7064.52,6171.16,1352.72,1171.47,4427.04
2024-03-15 05:30:00,7486.5,6359.78,1407.0,1232.28,4764.39
2024-03-15 06:00:00,7760.98,6547.05,1461.59,1278.02,5030.3
2024-03-15 06:30:00,7942.08,6629.94,1530.22,1322.71,5199.11
2024-03-15 07:00:00,7861.51,6632.42,1545.25,1305.77,5075.84
2024-03-15 07:30:00,7717.68,6474.88,1527.9,1275.02,4831.31
2024-03-15 08:00:00,7619.37,6253.83,1426.3,1243.15,4581.94
2024-03-15 08:30:00,7583.54,5932.24,1281.44,1206.02,4374.39
2024-03-15 09:00:00,7486.99,5747.64,1143.27,1140.07,4110.48
2024-03-15 09:30:00,7281.07,5745.46,1026.18,1111.1,3901.6
2024-03-15 10:00:00,7225.24,5949.25,966.25,1083.95,3803.1
2024-03-15 10:30:00,7022.85,6243.08,869.58,1064.71,3640.54
2024-03-15 11:00:00,7015.74,6129.43,778.19,1055.25,3465.9
2024-03-15 11:30:00,6861.15,6154.02,781.35,1025.39,3462.51
2024-03-15 12:00:00,6639.88,6084.39,731.98,1018.36,3433.41
2024-03-15 12:30:00,6615.46,6372.44,744.64,1020.74,3370.16
2024-03-15 13:00:00,6544.2,6382.74,845.68,1039.74,3420.33
2024-03-15 13:30:00,6549.01,6348.12,819.16,1033.62,3451.78
2024-03-15 14:00:00,6581.25,6530.06,825.81,1038.04,3633.82
2024-03-15 14:30:00,6726.26,6742.44,1060.02,1058.64,3866.98
2024-03-15 15:00:00,6994.95,7053.06,1122.77,1087.12,4153.99
2024-03-15 15:30:00,7225.25,7452.58,1188.08,1125.58,4509.2
2024-03-15 16:00:00,7558.8,7785.72,1265.97,1154.07,4852.76
2024-03-15 16:30:00,7813.78,8087.56,1454.85,1197.52,5098.97
2024-03-15 17:00:00,8058.18,8294.26,1560.5,1242.27,5222.02
2024-03-15 17:30:00,8200.5,8383.38,1653.91,1258.71,5470.82
2024-03-15 18:00:00,8326.75,8397.32,1672.84,1218.36,5529.48
2024-03-15 18:30:00,8265.97,8385.62,1684.4,1281.69,5481.06
2024-03-15 19:00:00,8190.42,8247.0,1674.37,1284.1,5380.88
2024-03-15 19:30:00,8036.4,8047.83,1638.67,1276.0,5282.75
2024-03-15 20:00:00,7881.48,7941.05,1604.65,1262.02,5116.52
2024-03-15 20:30:00,7723.22,7739.39,1585.93,1238.84,4873.15
2024-03-15 21:00:00,7655.13,7558.96,1545.81,1217.58,4711.12
2024-03-15 21:30:00,7596.49,7365.05,1487.25,1186.04,4536.65
2024-03-15 22:00:00,7477.2,7149.22,1453.66,1161.94,4474.21
2024-03-15 22:30:00,7342.5,6917.71,1402.2,1148.82,4389.83
2024-03-15 23:00:00,7217.78,6761.38,1390.74,1133.17,4473.88
2024-03-15 23:30:00,7076.22,6562.49,1437.89,1134.08,4495.68
2024-03-16 00:00:00,6907.66,6394.24,1445.86,1125.36,4325.95
2024-03-16 00:30:00,6717.75,6248.08,1426.39,1115.34,4166.68
2024-03-16 01:00:00,6488.28,6162.89,1394.17,1105.17,4066.87
2024-03-16 01:30:00,6296.36,6084.48,1330.66,1088.12,3946.92
2024-03-16 02:00:00,6273.36,5999.46,1317.98,1058.97,3887.48
2024-03-16 02:30:00,6160.06,5938.34,1280.95,1078.97,3801.11
2024-03-16 03:00:00,6079.91,5899.84,1298.81,1084.01,3748.92
2024-03-16 03:30:00,6071.23,5877.64,1285.02,1085.38,3727.76
2024-03-16 04:00:00,6134.72,5898.45,1290.29,1092.34,3771.0
2024-03-16 04:30:00,6267.36,5910.15,1285.65,1097.44,3815.57
2024-03-16 05:00:00,6399.67,5948.74,1283.06,1081.7,3904.72
2024-03-16 05:30:00,6565.82,5983.5,1328.13,1099.76,3978.98
2024-03-16 06:00:00,6688.61,6022.68,1370.58,1132.51,4064.26
2024-03-16 06:30:00,6766.46,6002.25,1418.45,1172.35,4182.7
2024-03-16 07:00:00,6762.72,5871.6,1405.55,1185.07,4092.97
2024-03-16 07:30:00,6612.07,5777.62,1327.7,1190.05,3925.31
2024-03-16 08:00:00,6594.82,5632.38,1217.68,1176.73,3757.23
2024-03-16 08:30:00,6392.2,5585.28,1098.02,1146.88,3511.21
2024-03-16 09:00:00,6209.83,5053.54,999.09,1113.48,3263.54
2024-03-16 09:30:00,6225.92,4852.83,850.82,1075.23,3045.5
2024-03-16 10:00:00,5937.0,4739.61,799.27,1041.88,2805.9
2024-03-16 10:30:00,5660.94,4738.36,794.12,1010.37,2720.38
2024-03-16 11:00:00,5542.34,4924.87,751.22,987.47,2654.46
2024-03-16 11:30:00,5614.3,4921.23,703.12,961.39,2625.38
2024-03-16 12:00:00,5613.9,5049.2,843.04,935.44,2645.55
2024-03-16 12:30:00,5656.78,5137.24,923.97,924.52,2729.93
2024-03-16 13:00:00,5723.35,5347.36,846.13,921.12,2881.39
2024-03-16 13:30:00,5710.84,5288.39,817.47,931.5,3112.06
2024-03-16 14:00:00,6040.12,5536.26,885.46,947.11,3329.13
2024-03-16 14:30:00,6326.16,5813.56,987.76,957.11,3638.24
2024-03-16 15:00:00,6726.4,6128.98,1141.57,969.34,3985.18
2024-03-16 15:30:00,6992.86,6507.8,1278.4,1052.88,4320.06
2024-03-16 16:00:00,7206.74,6758.49,1441.66,1082.2,4752.16
2024-03-16 16:30:00,7498.14,7117.55,1651.03,1126.73,5081.47
2024-03-16 17:00:00,7825.07,7309.36,1794.4,1149.57,5412.63
2024-03-16 17:30:00,7995.09,7445.81,1935.96,1195.39,5606.38
2024-03-16 18:00:00,7974.2,7576.62,2012.74,1227.8,5666.5
2024-03-16 18:30:00,7945.05,7588.38,2030.14,1229.56,5586.37
2024-03-16 19:00:00,7884.47,7506.15,2012.3,1228.48,5426.1
2024-03-16 19:30:00,7764.7,7346.73,1938.75,1175.73,5270.49
2024-03-16 20:00:00,7613.56,7297.67,1868.09,1167.36,5083.81
2024-03-16 20:30:00,7506.71,7162.1,1797.54,1148.25,4940.06
2024-03-16 21:00:00,7402.31,7043.48,1731.67,1131.35,4758.24
2024-03-16 21:30:00,7414.57,6919.44,1658.88,1095.75,4578.78
2024-03-16 22:00:00,7341.34,6659.34,1598.05,1069.47,4514.78
2024-03-16 22:30:00,7184.72,6476.46,1549.08,1046.46,4427.28
2024-03-16 23:00:00,6993.04,6333.66,1507.85,1033.2,4512.72
2024-03-16 23:30:00,6901.93,6190.04,1553.92,1035.56,4499.57
2024-03-17 00:00:00,6802.86,6063.44,1528.14,1006.42,4295.18
2024-03-17 00:30:00,6558.01,6008.2,1499.62,985.36,4167.95
2024-03-17 01:00:00,6386.24,5970.92,1466.22,978.24,4053.16
2024-03-17 01:30:00,6184.66,5838.85,1418.9,976.06,3962.41
2024-03-17 02:00:00,6131.19,5773.08,1389.74,970.83,3872.56
2024-03-17 02:30:00,6096.44,5737.78,1365.45,964.12,3771.2
2024-03-17 03:00:00,6057.45,5683.23,1314.5,963.37,3732.92
2024-03-17 03:30:00,6059.1,5689.2,1295.29,967.58,3730.12
2024-03-17 04:00:00,6063.79,5689.41,1250.42,964.3,3715.4
2024-03-17 04:30:00,6127.7,5675.16,1241.62,972.12,3793.18
2024-03-17 05:00:00,6191.78,5706.75,1245.26,990.03,3843.12
2024-03-17 05:30:00,6316.54,5718.83,1264.11,1015.75,3922.89
2024-03-17 06:00:00,6439.78,5758.1,1281.07,1035.5,3959.04
2024-03-17 06:30:00,6617.99,5693.45,1291.14,1049.99,4000.39
2024-03-17 07:00:00,6735.83,5541.6,1270.97,1057.4,3892.38
2024-03-17 07:30:00,6806.23,5490.0,1241.4,1054.9,3816.4
2024-03-17 08:00:00,6804.85,5455.08,1199.13,1045.0,3642.87
2024-03-17 08:30:00,6603.54,5202.13,1131.91,1033.09,3381.65
2024-03-17 09:00:00,6458.58,5016.04,1088.14,1013.0,3181.88
2024-03-17 09:30:00,6351.73,5069.04,992.89,1013.02,2939.2
2024-03-17 10:00:00,6274.1,5087.48,933.81,993.89,2815.44
2024-03-17 10:30:00,6159.11,5253.55,866.31,974.37,2764.56
2024-03-17 11:00:00,6281.25,5250.95,730.07,964.28,2745.14
2024-03-17 11:30:00,6273.95,5081.63,585.89,969.54,2744.8
2024-03-17 12:00:00,6242.09,5074.72,507.65,953.6,2822.78
2024-03-17 12:30:00,6394.06,5085.09,539.43,938.31,3096.22
2024-03-17 13:00:00,6459.51,5272.63,557.74,935.28,3468.93
2024-03-17 13:30:00,6651.59,5433.6,622.69,944.64,3757.86
2024-03-17 14:00:00,6634.95,5530.46,779.18,965.98,3926.53
2024-03-17 14:30:00,6691.16,5755.89,954.43,973.53,4097.51
2024-03-17 15:00:00,6765.94,6198.32,1078.36,993.36,4345.26
2024-03-17 15:30:00,6920.18,6653.43,1147.21,1042.4,4654.1
2024-03-17 16:00:00,7264.2,7017.43,1292.97,1066.12,4965.97
2024-03-17 16:30:00,7623.97,7257.17,1446.09,1102.42,5212.87
2024-03-17 17:00:00,7917.98,7514.48,1617.23,1134.52,5493.65
2024-03-17 17:30:00,8127.05,7724.36,1791.94,1146.81,5704.34
2024-03-17 18:00:00,8238.29,7913.58,1926.11,1167.56,5753.48
2024-03-17 18:30:00,8120.85,7934.13,1983.04,1131.81,5675.88
2024-03-17 19:00:00,7982.17,7810.79,1963.67,1083.57,5589.5
2024-03-17 19:30:00,7836.53,7621.57,1926.5,1057.13,5382.39
2024-03-17 20:00:00,7684.93,7485.91,1854.18,1027.39,5170.44
2024-03-17 20:30:00,7450.9,7332.4,1778.28,1000.43,4952.72
2024-03-17 21:00:00,7322.02,7124.21,1744.42,999.01,4707.9
2024-03-17 21:30:00,7296.16,6954.04,1667.84,970.44,4584.04
2024-03-17 22:00:00,7176.25,6689.55,1595.46,937.38,4414.56
2024-03-17 22:30:00,7013.49,6487.15,1541.18,921.38,4326.39
2024-03-17 23:00:00,6877.42,6404.37,1509.02,897.9,4429.39
2024-03-17 23:30:00,6795.89,6262.09,1551.31,876.74,4357.64
2024-03-18 00:00:00,6615.54,6136.77,1551.01,874.81,4232.84
2024-03-18 00:30:00,6412.2,6069.65,1546.54,876.57,4089.27
2024-03-18 01:00:00,6250.47,5980.01,1529.87,865.92,4050.8
2024-03-18 01:30:00,6124.09,5932.39,1475.82,863.04,3919.88
2024-03-18 02:00:00,6094.11,5834.7,1452.52,858.5,3891.98
2024-03-18 02:30:00,6079.47,5827.62,1422.42,850.55,3852.88
2024-03-18 03:00:00,6099.81,5803.76,1407.63,860.49,3868.19
2024-03-18 03:30:00,6162.49,5808.67,1397.2,870.41,3873.85
2024-03-18 04:00:00,6240.42,5879.32,1385.28,884.98,3961.78
2024-03-18 04:30:00,6477.96,5932.77,1401.16,919.22,4108.15
2024-03-18 05:00:00,6881.23,6112.85,1434.55,965.96,4404.95
2024-03-18 05:30:00,7364.59,6336.32,1508.42,1018.33,4698.61
2024-03-18 06:00:00,7714.08,6560.05,1610.56,1078.15,5030.85
2024-03-18 06:30:00,7957.04,6752.86,1712.28,1125.12,5231.6
2024-03-18 07:00:00,7960.06,6899.15,1740.95,1076.53,5169.24
2024-03-18 07:30:00,7884.09,6872.99,1698.05,1035.92,4999.22
2024-03-18 08:00:00,7838.06,6639.01,1603.4,978.53,4881.59
2024-03-18 08:30:00,7699.87,6391.57,1532.41,936.98,4631.25
2024-03-18 09:00:00,7489.61,6167.38,1437.91,909.62,4457.94
2024-03-18 09:30:00,7214.3,5954.89,1429.82,909.68,4314.02
2024-03-18 10:00:00,7068.86,5839.37,1344.41,904.8,4185.38
2024-03-18 10:30:00,7066.8,5765.66,1299.42,910.84,4096.88
2024-03-18 11:00:00,7006.29,5701.82,1205.2,922.79,4137.19
2024-03-18 11:30:00,7069.45,5665.45,1115.17,905.69,4148.2
2024-03-18 12:00:00,7128.48,5803.68,1079.84,927.74,4318.19
2024-03-18 12:30:00,6951.28,5887.46,1115.3,902.95,4507.99
2024-03-18 13:00:00,6573.12,6050.08,1162.7,901.04,4675.58
2024-03-18 13:30:00,6391.44,6086.71,1177.32,921.69,4923.25
2024-03-18 14:00:00,6664.48,6303.31,1213.71,913.98,5062.91
2024-03-18 14:30:00,6926.54,6638.51,1274.78,948.33,5340.94
2024-03-18 15:00:00,7197.45,6894.95,1375.22,966.19,5675.45
2024-03-18 15:30:00,7581.51,7256.88,1541.92,987.83,6090.83
2024-03-18 16:00:00,8057.43,7625.11,1688.24,1010.21,6458.65
2024-03-18 16:30:00,8484.66,8095.51,1761.35,1049.98,6762.62
2024-03-18 17:00:00,8749.35,8310.66,1873.48,1083.58,6952.59
2024-03-18 17:30:00,8845.21,8385.03,1981.38,1109.23,7027.68
2024-03-18 18:00:00,8822.21,8431.39,2059.06,1119.18,6990.63
2024-03-18 18:30:00,8711.61,8489.04,2020.48,1104.78,6837.65
2024-03-18 19:00:00,8525.77,8333.83,1950.08,1082.62,6592.7
2024-03-18 19:30:00,8335.01,8135.34,1900.65,1023.72,6413.33
2024-03-18 20:00:00,8183.58,8160.85,1849.43,1013.72,6034.63
2024-03-18 20:30:00,7958.5,7978.16,1783.78,992.8,5788.47
2024-03-18 21:00:00,7789.73,7669.88,1716.17,969.36,5498.59
2024-03-18 21:30:00,7721.04,7397.25,1635.39,941.5,5199.78
2024-03-18 22:00:00,7543.99,7082.82,1571.12,919.5,4921.44
2024-03-18 22:30:00,7432.4,6892.27,1513.32,895.43,4761.8
2024-03-18 23:00:00,7262.35,6712.92,1480.56,866.72,4744.73
2024-03-18 23:30:00,7113.26,6523.28,1538.22,875.45,4740.41
2024-03-19 00:00:00,7043.37,6368.41,1524.35,876.87,4520.02
2024-03-19 00:30:00,6766.44,6219.83,1506.41,873.52,4319.26
2024-03-19 01:00:00,6520.46,6121.6,1467.41,889.46,4209.78
2024-03-19 01:30:00,6393.54,6057.62,1415.45,884.7,4145.78
2024-03-19 02:00:00,6261.63,6014.13,1385.99,894.76,4086.92
2024-03-19 02:30:00,6259.8,5978.42,1360.41,890.79,4054.36
2024-03-19 03:00:00,6275.9,5978.98,1368.45,892.61,4076.28
2024-03-19 03:30:00,6349.72,5947.04,1361.24,906.87,4088.15
2024-03-19 04:00:00,6475.78,5991.18,1336.66,925.7,4215.65
2024-03-19 04:30:00,6735.41,6071.2,1361.94,937.82,4382.04
2024-03-19 05:00:00,7063.26,6201.95,1397.1,989.79,4631.13
2024-03-19 05:30:00,7507.21,6392.21,1436.32,1032.93,4864.38
2024-03-19 06:00:00,7918.33,6647.32,1489.88,1092.99,5234.03
2024-03-19 06:30:00,8011.65,6831.04,1547.14,1126.45,5423.71
2024-03-19 07:00:00,7984.73,6823.06,1534.02,1113.29,5388.42
2024-03-19 07:30:00,7654.44,6664.46,1449.27,1087.09,5269.34
2024-03-19 08:00:00,7584.54,6506.2,1376.24,1033.86,5311.89
2024-03-19 08:30:00,7246.42,6334.97,1336.62,1023.66,5328.12
2024-03-19 09:00:00,7065.22,6204.52,1299.5,998.58,5295.23
2024-03-19 09:30:00,7042.72,6058.34,1226.03,998.91,5263.11
2024-03-19 10:00:00,6640.45,6098.06,1097.31,991.39,4846.13
2024-03-19 10:30:00,6478.89,6041.65,1152.48,975.82,4913.8
2024-03-19 11:00:00,6348.21,6169.65,1098.53,978.93,5093.44
2024-03-19 11:30:00,6147.93,6310.02,824.88,989.98,5142.17
2024-03-19 12:00:00,6121.3,6309.18,751.66,995.23,5427.66
2024-03-19 12:30:00,6193.14,6249.5,742.83,993.3,5616.24
2024-03-19 13:00:00,6423.69,6261.16,811.14,1004.34,5920.95
2024-03-19 13:30:00,6621.55,6410.66,939.69,1030.97,6087.86
2024-03-19 14:00:00,6974.23,6549.24,1050.04,1083.99,6129.62
2024-03-19 14:30:00,7584.2,6696.23,1061.49,1093.26,6059.1
2024-03-19 15:00:00,7992.06,7036.26,1183.67,1086.93,5974.88
2024-03-19 15:30:00,8537.74,7432.79,1277.89,1077.96,6076.36
2024-03-19 16:00:00,9029.88,7825.0,1403.64,1084.48,5932.12
2024-03-19 16:30:00,9553.67,8190.47,1438.64,1078.41,5987.35
2024-03-19 17:00:00,9780.08,8470.92,1505.92,1097.23,5875.47
2024-03-19 17:30:00,9896.94,8575.44,1594.98,1094.85,5844.93
2024-03-19 18:00:00,9812.61,8603.29,1636.91,1065.44,5771.03
2024-03-19 18:30:00,9580.31,8654.38,1659.97,1036.17,5614.22
2024-03-19 19:00:00,9389.09,8451.89,1682.68,1039.97,5521.74
2024-03-19 19:30:00,9060.62,8253.98,1640.36,1006.82,5376.65
2024-03-19 20:00:00,8742.02,8096.3,1621.75,987.91,5155.71
2024-03-19 20:30:00,8473.09,7920.07,1581.3,981.62,4939.58
2024-03-19 21:00:00,8186.92,7626.76,1563.62,962.8,4717.99
2024-03-19 21:30:00,8116.78,7274.74,1510.13,949.61,4539.89
2024-03-19 22:00:00,7837.37,7047.21,1480.76,962.86,4344.68
2024-03-19 22:30:00,7615.43,6838.84,1445.67,960.02,4263.99
2024-03-19 23:00:00,7475.38,6665.86,1399.0,953.24,4281.82
2024-03-19 23:30:00,7350.48,6490.59,1467.86,957.4,4247.63
2024-03-20 00:00:00,7138.09,6334.24,1473.55,946.77,4088.57
2024-03-20 00:30:00,6898.06,6244.97,1468.81,940.93,3964.75
2024-03-20 01:00:00,6684.18,6156.31,1445.07,913.1,3847.83
2024-03-20 01:30:00,6487.54,6101.33,1374.97,895.31,3732.41
2024-03-20 02:00:00,6404.82,6032.61,1332.14,935.02,3721.16
2024-03-20 02:30:00,6297.49,5994.96,1317.84,931.23,3659.13
2024-03-20 03:00:00,6326.06,5956.55,1286.62,911.85,3650.36
2024-03-20 03:30:00,6396.7,5953.27,1287.49,885.38,3697.42
2024-03-20 04:00:00,6596.38,6008.68,1282.83,915.16,3840.2
2024-03-20 04:30:00,6838.07,6090.87,1308.88,924.5,3990.7
2024-03-20 05:00:00,7185.72,6270.3,1341.21,978.77,4191.37
2024-03-20 05:30:00,7616.32,6430.31,1395.28,1032.66,4538.58
2024-03-20 06:00:00,7990.05,6682.68,1470.57,1110.05,4900.89
2024-03-20 06:30:00,8213.4,6803.84,1556.72,1136.9,5122.79
2024-03-20 07:00:00,8347.78,6788.76,1583.91,1132.82,5005.09
2024-03-20 07:30:00,8249.8,6533.77,1476.2,1133.62,4685.0
2024-03-20 08:00:00,8201.86,6328.66,1349.54,1123.88,4374.4
2024-03-20 08:30:00,8246.35,6080.62,1183.46,1110.76,4100.74
2024-03-20 09:00:00,8039.5,6097.68,1122.98,1054.32,3762.3
2024-03-20 09:30:00,7953.44,6010.83,1089.45,1063.8,3483.34
2024-03-20 10:00:00,7944.93,5870.01,993.27,1010.22,3413.35
2024-03-20 10:30:00,7955.85,5865.64,875.59,982.81,3489.07
2024-03-20 11:00:00,8024.91,5963.49,718.95,925.58,3297.45
2024-03-20 11:30:00,8076.63,6066.4,575.74,903.23,3222.93
2024-03-20 12:00:00,8133.73,6171.57,489.57,877.56,3120.22
2024-03-20 12:30:00,7958.99,6227.63,478.98,928.9,2911.94
2024-03-20 13:00:00,7728.96,6255.79,405.84,912.02,3036.16
2024-03-20 13:30:00,7367.71,6355.66,356.27,915.0,3036.93
2024-03-20 14:00:00,7232.45,6515.76,393.3,913.2,3071.34
2024-03-20 14:30:00,7496.04,6759.54,423.04,944.8,3130.18
2024-03-20 15:00:00,7653.11,7048.34,504.18,931.05,3278.42
2024-03-20 15:30:00,7848.45,7535.8,554.98,960.43,3525.76
2024-03-20 16:00:00,7977.46,8061.41,672.84,1008.93,3906.39
2024-03-20 16:30:00,8385.14,8418.57,851.54,1049.02,4288.8
2024-03-20 17:00:00,8539.99,8761.43,1048.98,1091.12,4701.34
2024-03-20 17:30:00,8640.96,8844.54,1264.68,1128.11,5039.2
2024-03-20 18:00:00,8656.74,8856.64,1489.14,1158.14,5240.26
2024-03-20 18:30:00,8487.19,8912.58,1586.16,1176.18,5315.39
2024-03-20 19:00:00,8280.59,8737.43,1598.47,1175.93,5329.16
2024-03-20 19:30:00,8072.67,8566.17,1591.65,1107.91,5233.88
2024-03-20 20:00:00,7853.78,8393.82,1545.78,1133.09,5092.16
2024-03-20 20:30:00,7664.46,8165.91,1538.03,1115.13,4920.6
2024-03-20 21:00:00,7542.7,7943.53,1496.84,1055.75,4717.32
2024-03-20 21:30:00,7458.37,7596.67,1449.82,1039.0,4551.52
2024-03-20 22:00:00,7321.92,7277.21,1399.81,1018.51,4419.86
2024-03-20 22:30:00,7229.93,7064.59,1384.62,1001.21,4346.52
2024-03-20 23:00:00,7092.28,6868.79,1372.93,994.02,4420.22
2024-03-20 23:30:00,6928.27,6686.22,1443.1,965.08,4476.22
2024-03-21 00:00:00,6781.87,6474.21,1445.08,971.09,4338.07
2024-03-21 00:30:00,6509.02,6339.96,1462.88,980.53,4230.79
2024-03-21 01:00:00,6296.9,6238.59,1430.63,958.79,4184.23
2024-03-21 01:30:00,6145.53,6195.04,1385.68,975.95,4096.33
2024-03-21 02:00:00,6036.96,6155.63,1358.46,957.22,4007.92
2024-03-21 02:30:00,6001.09,6165.18,1320.64,966.02,3979.37
2024-03-21 03:00:00,6064.13,6120.66,1305.4,980.43,3981.37
2024-03-21 03:30:00,6148.63,6118.83,1276.69,987.98,4001.06
2024-03-21 04:00:00,6310.05,6186.36,1272.16,1016.56,4147.84
2024-03-21 04:30:00,6498.54,6254.61,1305.28,1032.06,4312.5
2024-03-21 05:00:00,6877.67,6390.97,1347.76,1063.12,4585.65
2024-03-21 05:30:00,7329.67,6562.97,1397.65,1136.83,4949.81
2024-03-21 06:00:00,7627.53,6791.78,1492.93,1206.77,5318.16
2024-03-21 06:30:00,7724.78,6963.85,1556.49,1232.59,5591.14
2024-03-21 07:00:00,7559.75,7044.5,1548.21,1204.05,5469.7
2024-03-21 07:30:00,7143.02,6829.8,1444.11,1126.33,5115.41
2024-03-21 08:00:00,6803.12,6663.14,1305.06,1094.51,4758.22
2024-03-21 08:30:00,6434.64,6601.98,1107.68,1077.46,4404.72
2024-03-21 09:00:00,6017.38,6625.4,941.34,1023.87,4035.04
2024-03-21 09:30:00,5665.68,6684.34,765.07,985.06,3669.9
2024-03-21 10:00:00,5424.7,6582.68,656.17,953.7,3423.13
2024-03-21 10:30:00,5398.59,6486.24,553.83,940.07,3165.09
2024-03-21 11:00:00,5507.0,6459.93,455.89,928.03,2967.36
2024-03-21 11:30:00,5448.16,6350.53,401.23,936.16,2866.34
2024-03-21 12:00:00,5478.13,6482.27,349.94,932.13,2719.54
2024-03-21 12:30:00,5428.27,6814.82,338.49,933.42,2748.02
2024-03-21 13:00:00,5446.14,6482.08,356.12,945.86,2778.1
2024-03-21 13:30:00,5602.38,6651.85,306.48,952.65,2806.35
2024-03-21 14:00:00,5841.06,6726.22,312.46,964.74,2982.0
2024-03-21 14:30:00,6102.68,6915.94,352.82,976.0,3192.03
2024-03-21 15:00:00,6479.82,7118.58,429.6,980.68,3420.72
2024-03-21 15:30:00,6832.35,7425.42,530.09,1023.72,3769.04
2024-03-21 16:00:00,7231.49,7504.58,642.94,1050.52,4121.4
2024-03-21 16:30:00,7645.07,7691.93,811.66,1106.41,4591.96
2024-03-21 17:00:00,7952.94,7893.97,1009.62,1126.95,4970.14
2024-03-21 17:30:00,8177.09,8096.02,1210.44,1154.34,5234.58
2024-03-21 18:00:00,8261.12,8218.69,1412.18,1177.76,5354.9
2024-03-21 18:30:00,8250.17,8163.97,1527.84,1202.85,5425.09
2024-03-21 19:00:00,8122.37,8039.77,1563.63,1161.61,5421.46
2024-03-21 19:30:00,7963.73,7794.04,1559.92,1135.48,5254.63
2024-03-21 20:00:00,7764.49,7619.1,1534.91,1118.53,5099.15
2024-03-21 20:30:00,7515.44,7402.13,1503.97,1085.24,4932.27
2024-03-21 21:00:00,7407.28,7188.44,1462.1,1083.75,4746.94
2024-03-21 21:30:00,7371.95,6994.8,1430.22,1059.48,4641.44
2024-03-21 22:00:00,7259.5,6817.26,1389.44,1035.88,4489.72
2024-03-21 22:30:00,7144.32,6611.03,1351.14,952.13,4450.66
2024-03-21 23:00:00,7028.26,6437.55,1331.74,954.74,4538.34
2024-03-21 23:30:00,6968.6,6294.2,1391.38,982.51,4542.43
2024-03-22 00:00:00,6825.85,6228.41,1395.96,973.57,4381.43
2024-03-22 00:30:00,6638.81,6079.44,1402.93,978.24,4253.5
2024-03-22 01:00:00,6454.41,5986.91,1379.38,981.89,4189.16
2024-03-22 01:30:00,6270.36,5972.46,1340.86,984.63,4090.17
2024-03-22 02:00:00,6194.24,5925.3,1322.29,969.44,4041.5
2024-03-22 02:30:00,6150.11,5863.73,1287.48,971.05,4011.7
2024-03-22 03:00:00,6109.71,5870.45,1259.96,996.35,4010.12
2024-03-22 03:30:00,6251.4,5865.88,1242.74,1012.48,4048.68
2024-03-22 04:00:00,6364.47,5959.64,1231.78,1037.94,4143.12
2024-03-22 04:30:00,6573.12,6018.21,1250.73,1091.86,4363.5
2024-03-22 05:00:00,6924.77,6143.9,1272.6,1130.5,4646.28
2024-03-22 05:30:00,7348.42,6264.3,1324.53,1208.88,4995.33
2024-03-22 06:00:00,7668.86,6509.84,1414.13,1264.15,5405.79
2024-03-22 06:30:00,7888.78,6694.09,1509.51,1314.61,5644.02
2024-03-22 07:00:00,7787.21,6770.94,1555.17,1274.61,5509.03
2024-03-22 07:30:00,7567.74,6667.24,1429.96,1182.19,5139.93
2024-03-22 08:00:00,7342.19,6459.99,1281.6,1129.17,4881.82
2024-03-22 08:30:00,7090.2,6291.92,1101.6,1082.44,4495.26
2024-03-22 09:00:00,6764.23,6165.55,917.62,1074.65,4138.46
2024-03-22 09:30:00,6477.91,5865.61,749.0,1057.71,3796.42
2024-03-22 10:00:00,6353.63,5839.34,610.26,1029.5,3528.91
2024-03-22 10:30:00,6233.33,6039.97,546.82,966.37,3262.92
2024-03-22 11:00:00,6133.45,6088.51,451.53,998.8,3074.8
2024-03-22 11:30:00,5986.8,5971.16,364.93,1012.85,2990.6
2024-03-22 12:00:00,6086.67,5809.24,321.82,1019.99,2936.32
2024-03-22 12:30:00,6112.47,5781.39,344.52,1027.04,2966.77
2024-03-22 13:00:00,5960.76,6002.44,337.61,1048.4,2925.93
2024-03-22 13:30:00,6016.25,5984.36,327.48,1040.43,2972.04
2024-03-22 14:00:00,6121.42,6286.16,346.11,1030.88,3091.38
2024-03-22 14:30:00,6205.38,6462.17,406.16,1049.79,3218.24
2024-03-22 15:00:00,6380.72,6577.36,502.57,1050.45,3472.14
