,NSW1,QLD1,SA1,TAS1,VIC1
2024-05-16 18:00:00,9588.86,7732.69,1703.01,1363.24,6849.34
2024-05-16 18:30:00,9445.76,7679.72,1759.54,1344.22,6803.79
2024-05-16 19:00:00,9281.36,7558.13,1745.23,1342.56,6748.0
2024-05-16 19:30:00,9072.94,7392.38,1734.11,1304.49,6660.03
2024-05-16 20:00:00,8929.36,7256.48,1700.92,1280.62,6551.82
2024-05-16 20:30:00,8790.38,7088.55,1645.44,1256.34,6402.26
2024-05-16 21:00:00,8600.75,6966.61,1623.25,1234.14,6214.7
2024-05-16 21:30:00,8353.0,6761.18,1545.34,1206.02,5957.8
2024-05-16 22:00:00,8215.8,6501.78,1482.64,1143.51,5684.22
2024-05-16 22:30:00,8082.6,6321.46,1429.92,1111.34,5483.1
2024-05-16 23:00:00,7970.18,6151.06,1373.08,1096.04,5409.5
2024-05-16 23:30:00,7821.31,5969.53,1425.26,1072.48,5347.81
2024-05-17 00:00:00,7700.7,5820.42,1435.63,1006.86,5112.45
2024-05-17 00:30:00,7522.56,5675.28,1445.79,986.15,4964.51
2024-05-17 01:00:00,7343.48,5583.79,1436.58,955.16,4787.84
2024-05-17 01:30:00,7131.83,5541.87,1392.77,945.83,4623.02
2024-05-17 02:00:00,6912.33,5493.35,1353.75,933.35,4500.78
2024-05-17 02:30:00,6716.22,5446.59,1315.21,940.91,4384.08
2024-05-17 03:00:00,6639.82,5469.8,1306.3,962.2,4314.37
2024-05-17 03:30:00,6645.1,5479.95,1264.33,956.85,4300.32
2024-05-17 04:00:00,6771.09,5539.38,1286.06,993.32,4347.67
2024-05-17 04:30:00,6856.98,5619.16,1288.24,1026.14,4415.1
2024-05-17 05:00:00,7033.91,5780.9,1270.16,1044.12,4606.29
2024-05-17 05:30:00,7239.92,5940.89,1286.27,1097.65,4838.5
2024-05-17 06:00:00,7592.15,6247.0,1326.71,1167.78,5168.34
2024-05-17 06:30:00,8142.58,6505.02,1412.82,1259.18,5650.73
2024-05-17 07:00:00,8565.47,6597.57,1525.37,1328.34,6106.73
2024-05-17 07:30:00,8639.47,6393.34,1603.95,1391.49,6435.94
2024-05-17 08:00:00,8345.56,5986.21,1639.28,1374.01,6472.65
2024-05-17 08:30:00,7913.71,5589.82,1540.28,1320.14,6300.79
2024-05-17 09:00:00,7512.35,5429.09,1359.7,1290.32,6035.03
2024-05-17 09:30:00,7107.03,5351.03,1188.55,1251.74,5605.68
2024-05-17 10:00:00,6739.18,5264.97,1050.68,1229.2,5425.74
2024-05-17 10:30:00,6428.78,5054.24,964.99,1208.16,5300.92
2024-05-17 11:00:00,6125.63,5438.6,861.47,1186.19,5455.76
2024-05-17 11:30:00,6010.86,5900.74,775.77,1108.5,5548.37
2024-05-17 12:00:00,5856.01,5821.6,705.87,1121.96,5573.5
2024-05-17 12:30:00,5819.62,5525.86,664.78,1126.52,5530.66
2024-05-17 13:00:00,5883.55,5482.31,664.37,1098.3,5491.99
2024-05-17 13:30:00,6061.76,5613.1,680.08,1081.47,5497.17
2024-05-17 14:00:00,6327.5,5638.0,734.95,1110.06,5558.05
2024-05-17 14:30:00,6659.66,5774.37,831.21,1136.38,5706.34
2024-05-17 15:00:00,7004.28,6053.28,929.59,1141.98,5763.03
2024-05-17 15:30:00,7544.5,6393.54,1018.14,1196.12,5782.32
2024-05-17 16:00:00,8068.31,6773.89,1172.28,1254.84,5949.11
2024-05-17 16:30:00,8476.53,7130.39,1342.84,1314.02,6232.16
2024-05-17 17:00:00,8853.27,7382.84,1537.17,1375.55,6521.11
2024-05-17 17:30:00,9180.73,7514.72,1678.78,1423.03,6851.24
2024-05-17 18:00:00,9125.11,7444.53,1766.05,1407.9,6883.32
2024-05-17 18:30:00,8992.19,7388.67,1796.98,1409.11,6750.18
2024-05-17 19:00:00,8786.55,7248.91,1792.25,1397.62,6644.55
2024-05-17 19:30:00,8635.8,7068.79,1762.11,1400.31,6463.82
2024-05-17 20:00:00,8550.36,6966.09,1738.54,1390.52,6336.48
2024-05-17 20:30:00,8447.75,6754.9,1712.46,1368.75,6163.22
2024-05-17 21:00:00,8345.02,6650.28,1669.64,1331.42,5998.16
2024-05-17 21:30:00,8183.38,6400.87,1600.09,1344.8,5780.29
2024-05-17 22:00:00,8084.66,6212.7,1546.43,1304.88,5528.49
2024-05-17 22:30:00,7991.11,6109.56,1499.61,1253.22,5317.65
2024-05-17 23:00:00,7876.08,6092.82,1457.22,1225.71,5238.93
2024-05-17 23:30:00,7694.14,5901.8,1498.84,1219.06,5181.1
2024-05-18 00:00:00,7527.42,5735.78,1500.26,1191.26,5006.62
2024-05-18 00:30:00,7371.76,5590.88,1489.04,1166.14,4849.6
2024-05-18 01:00:00,7224.77,5487.86,1463.64,1154.54,4675.45
2024-05-18 01:30:00,6997.04,5414.89,1429.72,1152.81,4512.68
2024-05-18 02:00:00,6739.53,5360.99,1398.2,1157.81,4356.98
2024-05-18 02:30:00,6574.95,5320.39,1351.09,1162.44,4285.85
2024-05-18 03:00:00,6410.22,5308.5,1341.69,1149.53,4244.1
2024-05-18 03:30:00,6424.11,5322.42,1316.5,1159.08,4183.62
2024-05-18 04:00:00,6389.71,5337.33,1333.97,1166.42,4259.22
2024-05-18 04:30:00,6449.9,5351.29,1319.16,1183.06,4275.88
2024-05-18 05:00:00,6546.48,5418.37,1301.98,1190.85,4354.78
2024-05-18 05:30:00,6686.62,5492.81,1315.67,1204.4,4467.08
2024-05-18 06:00:00,6862.74,5638.86,1341.97,1235.79,4676.38
2024-05-18 06:30:00,7186.08,5782.52,1371.82,1273.67,4916.67
2024-05-18 07:00:00,7547.77,5660.52,1398.79,1283.3,5160.12
2024-05-18 07:30:00,7675.34,5418.28,1434.95,1317.3,5428.01
2024-05-18 08:00:00,7724.1,5224.72,1436.7,1382.2,5486.67
2024-05-18 08:30:00,7464.42,4900.32,1310.22,1423.3,5425.66
2024-05-18 09:00:00,7040.24,4569.74,1194.77,1438.24,5158.96
2024-05-18 09:30:00,6753.26,4218.12,1022.92,1448.11,4850.0
2024-05-18 10:00:00,6404.84,4149.48,919.91,1400.4,4385.69
2024-05-18 10:30:00,6450.16,4071.93,829.37,1343.4,3954.69
2024-05-18 11:00:00,6494.15,4011.18,704.89,1281.46,3712.96
2024-05-18 11:30:00,6309.83,4002.29,586.28,1206.04,3570.09
2024-05-18 12:00:00,6698.5,3973.59,478.36,1254.15,3448.69
2024-05-18 12:30:00,6825.07,3977.32,439.92,1235.8,3410.19
2024-05-18 13:00:00,6645.45,4110.69,439.17,1209.54,3398.45
2024-05-18 13:30:00,6796.25,4400.35,409.86,1185.91,3459.26
2024-05-18 14:00:00,7088.58,4721.27,424.24,1195.22,3583.56
2024-05-18 14:30:00,7396.64,5056.27,471.03,1236.78,3837.55
2024-05-18 15:00:00,7736.63,5442.05,597.74,1243.57,4167.46
2024-05-18 15:30:00,8138.15,5847.48,743.37,1277.94,4629.05
2024-05-18 16:00:00,8550.59,6333.5,909.61,1303.79,5057.11
2024-05-18 16:30:00,9044.82,6760.88,1137.59,1344.03,5519.14
2024-05-18 17:00:00,9516.73,7061.19,1378.26,1408.42,5990.53
2024-05-18 17:30:00,9957.89,7246.19,1604.1,1446.81,6439.54
2024-05-18 18:00:00,9965.06,7283.36,1740.49,1434.69,6582.54
2024-05-18 18:30:00,9885.01,7138.91,1808.34,1414.27,6540.84
2024-05-18 19:00:00,9648.87,7039.39,1780.45,1381.76,6475.89
2024-05-18 19:30:00,9552.82,6865.0,1764.26,1325.68,6348.03
2024-05-18 20:00:00,9388.42,6755.92,1755.12,1315.88,6246.98
2024-05-18 20:30:00,9227.44,6575.0,1719.61,1297.6,6134.06
2024-05-18 21:00:00,9031.82,6478.59,1672.95,1274.3,5990.68
2024-05-18 21:30:00,8782.41,6333.26,1630.54,1262.64,5841.74
2024-05-18 22:00:00,8643.6,6177.45,1572.74,1230.89,5608.91
2024-05-18 22:30:00,8426.87,6103.99,1511.61,1205.28,5379.65
2024-05-18 23:00:00,8237.0,5969.71,1463.39,1156.08,5364.54
2024-05-18 23:30:00,8074.5,5846.02,1505.12,1124.59,5299.83
2024-05-19 00:00:00,7855.9,5705.48,1500.57,1095.44,5091.03
2024-05-19 00:30:00,7663.39,5552.47,1496.1,1086.45,4917.23
2024-05-19 01:00:00,7462.96,5483.8,1467.19,1070.28,4802.23
2024-05-19 01:30:00,7191.97,5428.39,1421.92,1053.57,4587.32
2024-05-19 02:00:00,6953.08,5369.2,1366.53,1048.41,4448.39
2024-05-19 02:30:00,6821.12,5338.31,1320.88,1045.14,4371.86
2024-05-19 03:00:00,6820.47,5310.97,1331.34,1033.6,4256.54
2024-05-19 03:30:00,6707.01,5361.34,1314.37,1034.23,4167.83
2024-05-19 04:00:00,6691.22,5353.86,1265.42,1044.76,4163.1
2024-05-19 04:30:00,6635.94,5370.33,1229.27,1051.13,4146.64
2024-05-19 05:00:00,6700.12,5417.23,1215.79,1068.46,4204.44
2024-05-19 05:30:00,6805.56,5503.85,1232.75,1058.99,4264.63
2024-05-19 06:00:00,7047.64,5561.63,1241.2,1078.53,4373.24
2024-05-19 06:30:00,7398.1,5559.29,1281.49,1093.96,4580.77
2024-05-19 07:00:00,7669.3,5465.44,1308.82,1115.08,4771.21
2024-05-19 07:30:00,7747.22,5176.89,1368.65,1151.92,4966.55
2024-05-19 08:00:00,7586.85,4942.91,1406.12,1171.62,5128.9
2024-05-19 08:30:00,7352.31,4630.73,1430.71,1176.52,5207.6
2024-05-19 09:00:00,6995.33,4298.96,1411.22,1200.9,5156.56
2024-05-19 09:30:00,6519.91,4017.1,1366.08,1153.55,5020.53
2024-05-19 10:00:00,6142.51,3860.52,1314.84,1144.46,4948.22
2024-05-19 10:30:00,5806.52,3744.49,1361.08,1127.35,4756.12
2024-05-19 11:00:00,5560.85,3625.67,1351.81,1095.96,4822.44
2024-05-19 11:30:00,5249.6,3649.77,1304.2,1082.26,4765.04
2024-05-19 12:00:00,5337.37,3598.7,1236.54,1095.2,4923.08
2024-05-19 12:30:00,5278.4,3542.95,1177.02,1081.71,5035.97
2024-05-19 13:00:00,5270.96,3694.9,1112.49,1070.04,5012.27
2024-05-19 13:30:00,5395.94,3888.6,1099.06,1078.22,4987.98
2024-05-19 14:00:00,5647.44,4220.44,1150.94,1110.66,5046.18
2024-05-19 14:30:00,6000.58,4578.49,1246.65,1119.19,5121.54
2024-05-19 15:00:00,6482.37,4959.06,1266.91,1108.39,5153.12
2024-05-19 15:30:00,7140.16,5489.15,1322.87,1136.92,5314.52
2024-05-19 16:00:00,7816.34,6076.56,1366.1,1188.95,5618.63
2024-05-19 16:30:00,8555.48,6616.64,1478.99,1264.14,5810.5
2024-05-19 17:00:00,9206.18,7028.15,1628.43,1325.22,6127.63
2024-05-19 17:30:00,9796.42,7421.8,1762.33,1381.48,6441.46
2024-05-19 18:00:00,9968.8,7458.28,1870.71,1394.95,6450.26
2024-05-19 18:30:00,9918.75,7334.34,1894.34,1392.49,6367.34
2024-05-19 19:00:00,9794.11,7197.59,1837.75,1395.96,6260.31
2024-05-19 19:30:00,9642.1,7015.8,1828.22,1378.22,6098.17
2024-05-19 20:00:00,9491.67,6845.8,1773.22,1359.88,5958.16
2024-05-19 20:30:00,9341.76,6688.78,1707.45,1349.84,5814.76
2024-05-19 21:00:00,9104.51,6509.35,1669.61,1315.01,5637.62
2024-05-19 21:30:00,8776.49,6325.6,1595.19,1293.32,5366.47
2024-05-19 22:00:00,8561.12,6189.74,1504.09,1242.43,5147.67
2024-05-19 22:30:00,8323.7,5970.56,1426.78,1224.91,4937.12
2024-05-19 23:00:00,8121.42,5774.78,1370.46,1188.92,4909.94
2024-05-19 23:30:00,7882.39,5603.58,1419.88,1182.0,4849.89
2024-05-20 00:00:00,7731.95,5494.62,1411.31,1172.15,4676.78
2024-05-20 00:30:00,7584.63,5331.33,1452.25,1154.97,4510.5
2024-05-20 01:00:00,7434.64,5270.08,1417.02,1155.25,4427.1
2024-05-20 01:30:00,7175.18,5217.59,1370.74,1156.14,4327.96
2024-05-20 02:00:00,6989.44,5191.71,1323.94,1145.27,4181.15
2024-05-20 02:30:00,6855.1,5202.56,1268.8,1136.05,4154.29
2024-05-20 03:00:00,6795.22,5183.25,1276.08,1152.92,4110.21
2024-05-20 03:30:00,6810.4,5177.78,1272.32,1165.29,4096.33
2024-05-20 04:00:00,6927.04,5278.39,1250.68,1163.4,4104.65
2024-05-20 04:30:00,7037.38,5399.24,1224.91,1177.88,4168.45
2024-05-20 05:00:00,7312.68,5639.58,1208.46,1206.68,4392.27
2024-05-20 05:30:00,7672.23,5891.45,1245.48,1255.03,4609.42
2024-05-20 06:00:00,8265.97,6269.42,1296.23,1316.62,5015.5
2024-05-20 06:30:00,9081.02,6563.41,1380.38,1411.0,5539.0
2024-05-20 07:00:00,9678.2,6591.48,1499.55,1530.39,6044.12
2024-05-20 07:30:00,9722.89,6344.84,1600.8,1587.26,6447.26
2024-05-20 08:00:00,9368.02,5826.83,1643.7,1597.27,6594.55
2024-05-20 08:30:00,8809.5,5336.61,1593.4,1549.06,6383.25
2024-05-20 09:00:00,8312.52,4934.22,1476.19,1482.7,6241.64
2024-05-20 09:30:00,7788.34,4558.45,1373.2,1427.06,5981.59
2024-05-20 10:00:00,7383.24,4406.01,1282.45,1369.68,5762.15
2024-05-20 10:30:00,6999.29,4212.43,1270.18,1306.1,5495.37
2024-05-20 11:00:00,6904.56,4065.69,1310.29,1240.79,5305.82
2024-05-20 11:30:00,6871.85,4091.86,1196.6,1215.98,5262.26
2024-05-20 12:00:00,7089.5,4084.9,1094.36,1238.05,5284.5
2024-05-20 12:30:00,7232.8,4049.97,1057.0,1273.91,5225.34
2024-05-20 13:00:00,7319.03,4182.3,1054.56,1252.98,5278.06
2024-05-20 13:30:00,7475.94,4353.85,1107.77,1241.35,5226.49
2024-05-20 14:00:00,7740.06,4642.68,1092.82,1249.31,5243.36
2024-05-20 14:30:00,7960.19,4929.58,1099.68,1245.27,5309.32
2024-05-20 15:00:00,8263.07,5367.78,1108.53,1271.81,5474.92
2024-05-20 15:30:00,8597.8,5914.3,1155.68,1284.19,5734.19
2024-05-20 16:00:00,9047.1,6503.16,1234.82,1346.79,6102.7
2024-05-20 16:30:00,9596.83,6964.35,1407.86,1418.8,6429.44
2024-05-20 17:00:00,10122.88,7335.1,1575.08,1488.02,6823.58
2024-05-20 17:30:00,10547.96,7623.26,1773.35,1543.32,7140.84
2024-05-20 18:00:00,10559.33,7625.67,1924.67,1542.04,7211.38
2024-05-20 18:30:00,10473.22,7524.3,1959.51,1530.23,7071.54
2024-05-20 19:00:00,10296.7,7435.38,1937.13,1515.05,6953.8
2024-05-20 19:30:00,10059.07,7317.36,1889.61,1504.98,6799.76
2024-05-20 20:00:00,9884.34,7285.31,1867.88,1475.46,6597.57
2024-05-20 20:30:00,9656.55,7022.09,1824.36,1423.94,6452.4
2024-05-20 21:00:00,9372.2,6853.02,1780.42,1390.54,6209.72
2024-05-20 21:30:00,9086.72,6656.76,1713.51,1367.13,5949.16
2024-05-20 22:00:00,8826.59,6323.88,1625.44,1326.24,5606.73
2024-05-20 22:30:00,8559.77,6118.52,1534.32,1292.16,5404.94
2024-05-20 23:00:00,8354.25,5988.35,1463.16,1256.46,5288.16
2024-05-20 23:30:00,8173.53,5852.11,1499.83,1228.61,5251.3
2024-05-21 00:00:00,8029.41,5655.54,1500.87,1213.6,5082.32
2024-05-21 00:30:00,7855.26,5588.08,1530.28,1198.56,4892.29
2024-05-21 01:00:00,7657.14,5509.95,1489.56,1182.31,4689.66
2024-05-21 01:30:00,7391.57,5439.5,1434.62,1182.77,4607.41
2024-05-21 02:00:00,7214.23,5389.08,1388.96,1176.3,4498.06
2024-05-21 02:30:00,7004.42,5382.05,1344.99,955.85,4423.73
2024-05-21 03:00:00,6859.38,5404.4,1331.18,864.0,4382.2
2024-05-21 03:30:00,6812.79,5393.55,1297.32,1150.56,4365.72
2024-05-21 04:00:00,6821.16,5458.91,1268.31,1202.14,4424.24
2024-05-21 04:30:00,7019.73,5546.6,1270.2,1225.12,4433.58
2024-05-21 05:00:00,7323.1,5811.95,1273.99,1253.37,4644.0
2024-05-21 05:30:00,7624.49,6035.41,1291.07,1303.54,4841.79
2024-05-21 06:00:00,8171.68,6407.02,1344.72,1382.39,5270.46
2024-05-21 06:30:00,8822.39,6735.3,1429.3,1453.42,5757.96
2024-05-21 07:00:00,9291.88,6780.59,1544.74,1550.01,6310.75
2024-05-21 07:30:00,9347.42,6440.99,1676.88,1606.03,6686.61
2024-05-21 08:00:00,9004.14,6028.62,1720.53,1588.92,6684.14
2024-05-21 08:30:00,8608.81,5558.5,1681.33,1529.48,6500.34
2024-05-21 09:00:00,8121.36,5121.43,1596.76,1477.09,6356.96
2024-05-21 09:30:00,7604.62,4856.47,1484.74,1422.54,6056.24
2024-05-21 10:00:00,7118.59,4799.02,1396.16,1378.16,5763.95
2024-05-21 10:30:00,6740.95,4654.78,1354.34,1355.38,5550.8
2024-05-21 11:00:00,6442.09,4554.64,1294.88,1310.91,5454.23
2024-05-21 11:30:00,6248.51,4650.77,1226.02,1267.64,5465.62
2024-05-21 12:00:00,6317.12,4719.93,1150.41,1241.53,5441.43
2024-05-21 12:30:00,6447.38,4636.39,1094.41,1256.46,5450.16
2024-05-21 13:00:00,6462.74,4713.91,1026.92,1254.74,5501.27
2024-05-21 13:30:00,6652.24,4956.4,944.62,1265.04,5437.58
2024-05-21 14:00:00,6896.36,5183.37,940.11,1274.04,5492.84
2024-05-21 14:30:00,7186.71,5559.79,974.78,1294.4,5618.37
2024-05-21 15:00:00,7515.48,5837.13,1001.41,1316.01,5742.23
2024-05-21 15:30:00,7972.24,6261.7,1056.55,1341.36,5938.55
2024-05-21 16:00:00,8511.53,6640.77,1174.34,1378.47,6200.98
2024-05-21 16:30:00,9077.4,7045.31,1360.18,1446.78,6508.25
2024-05-21 17:00:00,9617.67,7334.48,1580.39,1508.15,6900.8
2024-05-21 17:30:00,10101.62,7582.61,1761.78,1559.0,7310.37
2024-05-21 18:00:00,10210.86,7624.86,1942.77,1559.08,7395.23
2024-05-21 18:30:00,10193.27,7556.13,2001.38,1549.35,7366.0
2024-05-21 19:00:00,10014.28,7430.26,1992.11,1514.94,7204.64
2024-05-21 19:30:00,9831.14,7312.01,1958.48,1464.95,7101.4
2024-05-21 20:00:00,9662.68,7269.61,1924.54,1444.8,6909.5
2024-05-21 20:30:00,9519.92,7134.2,1876.02,1432.33,6718.38
2024-05-21 21:00:00,9243.6,6916.52,1812.88,1387.6,6462.72
2024-05-21 21:30:00,8985.72,6625.06,1731.42,1326.78,6172.84
2024-05-21 22:00:00,8714.3,6386.06,1643.08,1312.77,5841.56
2024-05-21 22:30:00,8559.73,6203.9,1555.61,1272.42,5608.2
2024-05-21 23:00:00,8365.49,6016.95,1460.72,1211.76,5537.33
2024-05-21 23:30:00,8213.06,5832.43,1490.6,1203.16,5494.19
2024-05-22 00:00:00,8057.78,5665.12,1517.84,1182.82,5283.06
2024-05-22 00:30:00,7846.1,5575.1,1545.14,1169.41,5132.1
2024-05-22 01:00:00,7654.12,5507.67,1489.34,1160.37,4934.23
2024-05-22 01:30:00,7406.37,5436.45,1443.04,1154.82,4768.62
2024-05-22 02:00:00,7205.54,5414.2,1405.58,1124.04,4665.85
2024-05-22 02:30:00,7041.94,5407.1,1357.49,1119.05,4593.1
2024-05-22 03:00:00,6981.56,5368.9,1329.08,1141.31,4574.25
2024-05-22 03:30:00,6932.8,5432.7,1282.0,1140.94,4533.94
2024-05-22 04:00:00,6989.26,5489.78,1269.64,1146.7,4602.9
2024-05-22 04:30:00,7110.7,5652.47,1263.18,1170.6,4651.05
2024-05-22 05:00:00,7387.22,5813.78,1292.1,1189.02,4839.82
2024-05-22 05:30:00,7759.33,6093.18,1338.15,1241.99,5118.92
2024-05-22 06:00:00,8329.0,6361.91,1414.16,1298.29,5603.19
2024-05-22 06:30:00,8997.85,6632.12,1516.86,1403.95,6210.91
2024-05-22 07:00:00,9452.63,6694.85,1653.14,1452.2,6795.18
2024-05-22 07:30:00,9434.68,6540.87,1804.21,1463.74,7201.91
2024-05-22 08:00:00,9075.5,6267.71,1874.63,1479.58,7180.57
2024-05-22 08:30:00,8522.61,5767.06,1779.29,1452.28,6854.88
2024-05-22 09:00:00,7887.92,5472.24,1605.57,1398.98,6518.12
2024-05-22 09:30:00,7335.76,5331.26,1376.17,1369.24,6069.46
2024-05-22 10:00:00,6861.12,5222.51,1221.39,1341.54,5609.69
2024-05-22 10:30:00,6474.71,5111.37,1070.29,1310.51,5230.26
2024-05-22 11:00:00,6214.65,4891.45,939.54,1261.47,4990.0
2024-05-22 11:30:00,5997.68,4855.42,818.27,1222.31,4789.49
2024-05-22 12:00:00,5962.34,4739.88,749.38,1117.37,4721.53
2024-05-22 12:30:00,5932.03,4643.35,690.56,1136.54,4662.31
2024-05-22 13:00:00,6030.25,4608.71,695.82,1200.0,4767.81
2024-05-22 13:30:00,6166.5,4737.76,695.7,1211.54,4927.71
2024-05-22 14:00:00,6418.98,4960.79,772.71,1210.7,5035.91
2024-05-22 14:30:00,6783.42,5326.95,838.02,1218.37,5140.45
2024-05-22 15:00:00,7212.2,5745.53,885.62,1236.11,5326.1
2024-05-22 15:30:00,7755.27,6197.74,1052.05,1268.59,5599.14
2024-05-22 16:00:00,8329.33,6700.09,1255.47,1295.39,5985.6
2024-05-22 16:30:00,9009.46,7024.77,1414.2,1351.04,6423.1
2024-05-22 17:00:00,9645.56,7332.86,1655.12,1405.82,6839.87
2024-05-22 17:30:00,10206.02,7578.23,1876.0,1442.16,7234.65
2024-05-22 18:00:00,10274.23,7603.78,2013.32,1447.1,7347.1
2024-05-22 18:30:00,10303.1,7508.07,2069.12,1439.71,7217.84
2024-05-22 19:00:00,10198.19,7361.41,2080.93,1423.13,7092.92
2024-05-22 19:30:00,10001.34,7267.32,2047.88,1411.39,7000.32
2024-05-22 20:00:00,9842.76,7276.88,2000.26,1394.73,6792.84
2024-05-22 20:30:00,9669.33,7023.97,1960.59,1383.83,6604.55
2024-05-22 21:00:00,9414.67,6946.33,1897.22,1361.1,6393.05
2024-05-22 21:30:00,9097.05,6672.38,1822.96,1320.14,6110.79
2024-05-22 22:00:00,8802.48,6446.82,1723.29,1296.58,5840.56
2024-05-22 22:30:00,8587.15,6241.85,1631.47,1195.81,5637.0
2024-05-22 23:00:00,8390.66,6094.74,1548.89,1194.88,5536.56
2024-05-22 23:30:00,8267.61,5895.6,1565.47,1187.12,5494.49
2024-05-23 00:00:00,8097.33,5762.54,1558.06,1154.59,5299.8
2024-05-23 00:30:00,7884.52,5670.5,1556.47,1141.13,5056.74
2024-05-23 01:00:00,7721.07,5537.17,1521.26,1134.94,4901.26
2024-05-23 01:30:00,7491.09,5477.65,1456.52,1133.4,4730.15
2024-05-23 02:00:00,7282.54,5479.53,1405.18,1132.99,4612.92
2024-05-23 02:30:00,7173.46,5430.5,1363.47,1134.88,4509.07
2024-05-23 03:00:00,7153.07,5443.39,1332.81,1127.76,4472.16
2024-05-23 03:30:00,7141.08,5458.02,1299.15,1139.41,4473.0
2024-05-23 04:00:00,7167.64,5576.06,1319.24,1129.99,4510.95
2024-05-23 04:30:00,7323.83,5707.81,1304.92,1143.7,4598.59
2024-05-23 05:00:00,7600.84,5878.94,1337.34,1182.39,4782.72
2024-05-23 05:30:00,7944.09,6123.98,1379.36,1234.14,5029.82
2024-05-23 06:00:00,8472.23,6453.89,1458.76,1311.5,5409.04
2024-05-23 06:30:00,9235.8,6713.05,1559.04,1386.57,5988.67
2024-05-23 07:00:00,9777.26,6779.14,1679.4,1469.34,6308.17
2024-05-23 07:30:00,9817.8,6474.16,1822.92,1487.11,6495.27
2024-05-23 08:00:00,9382.49,6007.18,1895.38,1472.89,6747.51
2024-05-23 08:30:00,8731.94,5462.66,1842.6,1465.69,6597.77
2024-05-23 09:00:00,8170.96,5039.64,1583.11,1423.74,6344.72
2024-05-23 09:30:00,7592.3,4726.16,1400.2,1355.48,6037.34
2024-05-23 10:00:00,7096.27,4518.83,1392.81,1308.79,5674.89
2024-05-23 10:30:00,6719.75,4431.7,1449.38,1316.66,5320.7
2024-05-23 11:00:00,6399.1,4321.15,1425.72,1330.5,4980.53
2024-05-23 11:30:00,6150.32,4364.35,1370.8,1288.42,4833.29
2024-05-23 12:00:00,6017.06,4377.54,1298.5,1280.02,4738.88
2024-05-23 12:30:00,6004.58,4366.5,1192.0,1274.26,4715.52
2024-05-23 13:00:00,6035.92,4461.8,1197.62,1272.5,4698.48
2024-05-23 13:30:00,6162.78,4623.11,1115.09,1304.8,4738.93
2024-05-23 14:00:00,6413.1,4897.14,1024.42,1284.26,4810.05
2024-05-23 14:30:00,6797.0,5255.99,1190.45,1309.2,4965.27
2024-05-23 15:00:00,7219.01,5640.44,1175.97,1313.6,5149.49
2024-05-23 15:30:00,7814.12,6144.4,1154.94,1336.9,5419.28
2024-05-23 16:00:00,8414.19,6646.07,1359.83,1381.83,5852.36
2024-05-23 16:30:00,9095.19,7039.49,1560.23,1416.58,6279.03
2024-05-23 17:00:00,9659.87,7323.38,1712.78,1495.23,6760.78
2024-05-23 17:30:00,10142.48,7566.54,1892.3,1493.68,7144.77
2024-05-23 18:00:00,10266.75,7575.33,2017.89,1476.27,7231.44
2024-05-23 18:30:00,10249.7,7554.86,2083.69,1429.67,7179.19
2024-05-23 19:00:00,10142.45,7350.55,2071.96,1388.72,7102.8
2024-05-23 19:30:00,10059.94,7227.47,2034.14,1417.41,6985.46
2024-05-23 20:00:00,9867.45,7196.25,1998.56,1429.57,6867.84
2024-05-23 20:30:00,9763.79,7084.98,1959.19,1407.74,6684.84
2024-05-23 21:00:00,9519.98,6844.64,1891.52,1364.05,6474.61
2024-05-23 21:30:00,9168.47,6526.28,1810.12,1314.82,6255.3
2024-05-23 22:00:00,8954.68,6355.59,1703.9,1270.79,6003.91
2024-05-23 22:30:00,8715.17,6162.96,1592.68,1251.55,5726.09
2024-05-23 23:00:00,8560.54,5979.75,1507.25,1220.23,5670.03
2024-05-23 23:30:00,8348.34,5801.18,1536.82,1195.86,5609.02
2024-05-24 00:00:00,8177.98,5611.77,1508.24,1182.1,5371.62
2024-05-24 00:30:00,7942.32,5502.68,1529.26,1170.22,5180.81
2024-05-24 01:00:00,7751.66,5419.3,1506.41,1167.62,5009.97
2024-05-24 01:30:00,7582.8,5351.36,1460.04,1155.62,4857.78
2024-05-24 02:00:00,7420.14,5329.06,1403.28,1151.24,4736.74
2024-05-24 02:30:00,7244.04,5280.29,1368.65,1157.86,4636.0
2024-05-24 03:00:00,7079.26,5304.4,1326.1,1159.61,4628.99
2024-05-24 03:30:00,7094.48,5334.3,1315.04,1163.65,4613.72
2024-05-24 04:00:00,7193.98,5433.45,1339.08,1149.86,4651.06
2024-05-24 04:30:00,7256.51,5538.22,1358.43,1169.08,4733.76
2024-05-24 05:00:00,7525.4,5732.76,1380.46,1197.7,4946.21
2024-05-24 05:30:00,7843.64,5994.61,1404.35,1256.18,5218.95
2024-05-24 06:00:00,8364.02,6322.31,1461.15,1360.18,5678.96
2024-05-24 06:30:00,9064.34,6633.41,1534.1,1444.8,6231.22
2024-05-24 07:00:00,9530.38,6691.29,1650.22,1527.26,6483.53
2024-05-24 07:30:00,9689.83,6474.14,1791.13,1574.45,6793.49
2024-05-24 08:00:00,9394.28,5967.72,1800.02,1532.24,7129.6
2024-05-24 08:30:00,8708.12,5569.74,1702.91,1508.18,7025.29
2024-05-24 09:00:00,8237.7,5064.06,1612.07,1436.06,6842.88
2024-05-24 09:30:00,7681.28,4799.23,1487.33,1404.68,6643.35
