,QLD1,NSW1,VIC1,SA1,TAS1
2024-04-08 00:00,5826.82,6294.18,4021.16,1301.05,1005.55
2024-04-08 03:00,5824.38,6137.92,3870.67,1198.45,1021.65
2024-04-08 06:00,6334.99,7059.4,4816.56,1289.8,1248.01
2024-04-08 09:00,5320.15,6129.79,3857.63,810.05,1096.14
2024-04-08 12:00,5937.23,6481.92,3968.86,824.0,1046.79
2024-04-08 15:00,7742.6,8024.26,5374.01,1341.86,1134.08
2024-04-08 18:00,7930.11,8500.33,5584.14,1658.89,1258.65
2024-04-08 21:00,6705.52,7513.32,4775.3,1425.95,1094.17
2024-04-09 00:00,5810.62,6624.26,4063.07,1343.16,1000.52
2024-04-09 03:00,5808.24,6254.26,3924.97,1235.48,1036.06
2024-04-09 06:00,6369.19,7274.5,4940.08,1348.9,1257.84
2024-04-09 09:00,5585.82,6410.44,4155.82,929.88,1077.82
2024-04-09 12:00,5969.95,6980.28,3944.93,921.71,972.33
2024-04-09 15:00,7416.78,8321.14,5133.96,1328.78,1122.67
2024-04-09 18:00,7751.14,8828.54,5965.78,1662.68,1236.62
2024-04-09 21:00,6620.06,7665.41,5153.53,1443.97,1080.21
2024-04-10 00:00,5731.35,6719.54,4421.83,1352.12,945.88
2024-04-10 03:00,5727.92,6330.84,4119.81,1230.04,997.83
2024-04-10 06:00,5738.56,7478.96,5083.54,1365.08,1099.24
2024-04-10 09:00,4124.38,5681.01,4590.59,1137.92,908.68
2024-04-10 12:00,4471.46,5401.4,4484.22,840.47,839.26
2024-04-10 15:00,6844.0,7507.83,5255.25,1063.49,992.36
2024-04-10 18:00,7431.14,8562.38,5805.67,1650.85,1098.21
2024-04-10 21:00,6388.34,7627.03,5011.54,1465.95,1012.24
2024-04-11 00:00,5626.06,6826.3,4285.57,1392.17,932.63
2024-04-11 03:00,5640.35,6491.09,4067.14,1262.18,984.99
2024-04-11 06:00,5633.88,7288.38,5088.36,1364.6,1230.44
2024-04-11 09:00,4209.47,5260.88,4637.31,1001.73,1059.17
2024-04-11 12:00,4594.48,5271.62,4383.23,708.94,994.8
2024-04-11 15:00,6794.29,7488.41,5228.13,996.12,1138.4
2024-04-11 18:00,7436.17,8565.55,5922.08,1647.12,1253.37
2024-04-11 21:00,6375.37,7575.01,5108.08,1476.17,1104.9
2024-04-12 00:00,5613.5,6753.3,4392.06,1388.07,1063.99
2024-04-12 03:00,5670.19,6401.54,4180.02,1291.38,1082.16
2024-04-12 06:00,5778.9,7133.37,5207.13,1438.78,1257.16
2024-04-12 09:00,4633.21,5363.79,4677.09,1181.99,944.53
2024-04-12 12:00,4978.41,5321.82,4606.21,528.28,933.65
2024-04-12 15:00,6803.87,7440.51,5325.71,946.93,1155.56
2024-04-12 18:00,7273.51,8251.48,5777.87,1567.71,1258.79
2024-04-12 21:00,6407.98,7496.76,5051.57,1410.22,1125.48
2024-04-13 00:00,5660.33,6734.45,4304.59,1337.2,1031.38
2024-04-13 03:00,5515.61,6246.25,3938.05,1229.9,1018.83
2024-04-13 06:00,5260.61,6416.63,4335.92,1189.95,1082.78
2024-04-13 09:00,4210.67,4988.88,3852.62,652.8,1017.57
2024-04-13 12:00,4700.08,4993.96,3604.27,288.05,1004.17
2024-04-13 15:00,6479.03,7128.45,4436.74,760.13,1144.62
2024-04-13 18:00,7055.54,7856.02,5266.95,1437.06,1232.31
2024-04-13 21:00,6239.7,7218.13,4788.96,1336.61,1108.46
2024-04-14 00:00,5539.93,6533.13,4213.31,1276.39,1047.46
2024-04-14 03:00,5411.74,6072.41,3840.18,1169.99,1052.07
2024-04-14 06:00,5063.97,6031.65,4141.56,1106.61,1095.73
2024-04-14 09:00,4145.74,4731.76,3559.65,471.0,1021.49
2024-04-14 12:00,4547.13,4756.48,3273.09,242.81,994.38
2024-04-14 15:00,6630.7,7189.81,4233.87,855.86,1151.26
2024-04-14 18:00,7256.56,8071.26,5368.63,1475.03,1245.6
2024-04-14 21:00,6295.96,7244.69,4734.61,1332.22,1123.18
2024-04-15 00:00,5584.13,6471.42,4197.98,1301.11,1039.76
2024-04-15 03:00,5658.9,6328.45,4040.42,1230.42,1055.01
2024-04-15 06:00,5988.79,7107.57,5219.11,1308.55,1177.28
2024-04-15 09:00,4983.69,5638.26,3933.7,736.9,1063.7
2024-04-15 12:00,5505.77,5759.37,3651.89,451.03,1078.25
2024-04-15 15:00,7283.03,8020.95,4924.85,1013.71,1221.53
2024-04-15 18:00,7609.52,8452.54,5718.27,1607.23,1292.53
2024-04-15 21:00,6480.77,7481.51,4843.04,1411.61,1150.83
2024-04-16 00:00,5682.54,6808.83,4270.13,1359.43,1058.78
2024-04-16 03:00,5750.43,6515.87,4134.88,1266.08,1115.75
2024-04-16 06:00,6091.07,7283.63,5234.32,1317.57,1266.83
2024-04-16 09:00,5059.92,5964.57,4587.74,794.71,1131.75
2024-04-16 12:00,5534.57,5976.29,4236.23,584.28,1078.71
2024-04-16 15:00,7280.55,8025.39,5174.08,1059.16,1239.58
2024-04-16 18:00,7616.17,8505.73,5911.0,1609.41,1349.26
2024-04-16 21:00,6485.01,7560.12,5035.06,1466.15,1205.18
2024-04-17 00:00,5633.79,6722.34,4354.17,1374.13,1077.26
2024-04-17 03:00,5655.95,6411.47,4187.84,1245.04,1097.06
2024-04-17 06:00,6270.95,7213.65,5377.81,1376.26,1304.24
2024-04-17 09:00,5586.67,6684.78,4656.53,977.5,1104.06
2024-04-17 12:00,6108.17,6455.51,4453.23,949.68,993.16
2024-04-17 15:00,7389.6,8030.07,5173.91,1178.02,1171.76
2024-04-17 18:00,7590.0,8476.69,5923.35,1666.18,1280.66
2024-04-17 21:00,6504.9,7573.34,5100.0,1513.63,1181.61
2024-04-18 00:00,5708.4,6795.47,4359.5,1424.85,1059.97
2024-04-18 03:00,5712.5,6447.71,4097.02,1286.78,1054.54
2024-04-18 06:00,6481.84,7333.06,5291.67,1410.04,1247.15
2024-04-18 09:00,5727.33,6096.44,4807.46,1292.99,1231.53
2024-04-18 12:00,6127.91,6331.62,4526.3,1236.64,1160.71
2024-04-18 15:00,7209.37,7914.8,5691.6,1480.43,1199.66
2024-04-18 18:00,7605.42,8552.35,6033.63,1742.82,1315.63
2024-04-18 21:00,6501.59,7665.84,5027.45,1507.6,1160.6
2024-04-19 00:00,5640.66,6826.25,4192.06,1409.53,1069.07
2024-04-19 03:00,5673.07,6472.18,3987.29,1274.92,1069.04
2024-04-19 06:00,6026.16,7209.1,5104.75,1390.8,1275.57
2024-04-19 09:00,4775.14,5641.42,4442.92,1026.52,1199.22
2024-04-19 12:00,5207.56,6540.24,4113.55,774.39,1072.41
2024-04-19 15:00,7073.04,7929.14,5019.45,1191.78,1190.92
2024-04-19 18:00,7395.43,8293.5,5606.49,1650.76,1315.63
2024-04-19 21:00,6443.38,7547.85,5058.69,1486.38,1180.63
2024-04-20 00:00,5678.92,6806.49,4345.47,1392.19,1072.36
2024-04-20 03:00,5541.96,6226.24,4069.27,1223.47,1074.65
2024-04-20 06:00,5473.57,6696.58,4507.43,1217.72,1191.66
2024-04-20 09:00,5191.52,6336.61,3837.17,622.94,1094.83
2024-04-20 12:00,6390.97,6478.31,3267.28,265.07,989.44
2024-04-20 15:00,6918.87,7570.76,4353.1,818.19,1098.77
2024-04-20 18:00,6993.26,8075.78,5457.7,1512.58,1186.21
2024-04-20 21:00,6177.88,7419.26,4964.88,1401.76,1093.81
2024-04-21 00:00,5503.15,6578.65,4250.97,1325.1,1069.08
2024-04-21 03:00,5375.4,6189.07,3894.8,1198.37,1051.84
2024-04-21 06:00,5522.47,6337.26,4338.03,1146.64,1133.06
2024-04-21 09:00,5862.02,5521.21,3888.76,497.29,1099.21
2024-04-21 12:00,6082.47,5195.23,2821.18,207.32,1011.56
2024-04-21 15:00,6897.93,7144.84,4368.82,832.78,1174.15
2024-04-21 18:00,7131.14,8075.12,5632.99,1516.05,1271.67
2024-04-21 21:00,6107.58,7278.4,4971.93,1384.7,1174.42
2024-04-22 00:00,5439.26,6543.73,4370.37,1328.48,1079.73
2024-04-22 03:00,5544.91,6399.8,4230.9,1237.03,1090.18
2024-04-22 06:00,6136.29,7318.32,5650.34,1395.14,1280.31
2024-04-22 09:00,5006.32,5977.51,4078.36,770.82,1172.35
2024-04-22 12:00,5111.21,5889.73,3366.38,473.28,1117.51
2024-04-22 15:00,6966.44,7864.19,4992.96,1025.67,1259.4
2024-04-22 18:00,7417.32,8602.43,5751.81,1614.51,1336.47
2024-04-22 21:00,6450.78,7711.64,4974.01,1446.61,1196.47
2024-04-23 00:00,5559.93,6795.88,4212.9,1380.62,1088.4
2024-04-23 03:00,5640.34,6462.86,4007.72,1295.74,1094.78
2024-04-23 06:00,6133.88,7289.88,5166.31,1402.12,1284.84
2024-04-23 09:00,5226.88,5648.78,3791.0,963.86,1140.22
2024-04-23 12:00,5245.81,5594.14,3456.48,960.66,1074.73
2024-04-23 15:00,6938.01,7861.34,4990.18,1518.25,1192.07
2024-04-23 18:00,7430.87,8540.45,5440.14,1722.38,1301.38
2024-04-23 21:00,6383.85,7581.7,4710.62,1534.69,1096.56
2024-04-24 00:00,5605.98,6694.64,4003.9,1477.42,995.3
2024-04-24 03:00,5668.98,6287.75,3884.72,1304.47,977.05
2024-04-24 06:00,6095.93,7199.63,5206.95,1433.94,1151.84
2024-04-24 09:00,4879.72,6543.21,4225.47,1020.51,1036.32
2024-04-24 12:00,5322.49,6216.64,4061.55,1023.87,930.94
2024-04-24 15:00,6901.17,7914.6,5291.62,1366.36,1069.22
2024-04-24 18:00,7308.1,8454.49,5975.02,1766.46,1228.92
2024-04-24 21:00,6307.8,7620.46,5116.41,1539.55,1123.21
2024-04-25 00:00,5536.46,6833.6,4277.86,1404.73,985.87
2024-04-25 03:00,5468.69,6279.0,3972.85,1232.09,988.6
2024-04-25 06:00,5165.84,6350.47,4386.3,1279.53,1102.63
2024-04-25 09:00,4038.87,4827.11,4091.66,786.41,1130.81
2024-04-25 12:00,4707.71,4823.83,4132.78,525.52,1071.97
2024-04-25 15:00,6605.01,7049.67,5020.32,994.34,1147.2
2024-04-25 18:00,7073.82,8144.03,5705.29,1601.55,1241.61
2024-04-25 21:00,6116.84,7417.06,4924.56,1439.04,1118.09
2024-04-26 00:00,5487.41,6737.99,4211.57,1374.69,1055.41
2024-04-26 03:00,5550.5,6390.0,3995.82,1225.69,1087.8
2024-04-26 06:00,6046.32,7181.89,5188.45,1345.07,1268.68
2024-04-26 09:00,5475.67,5554.99,4883.41,1153.5,1120.63
2024-04-26 12:00,5794.1,5384.5,4807.19,897.14,1009.75
2024-04-26 15:00,6830.96,7648.53,5710.82,1154.78,1176.84
2024-04-26 18:00,7030.36,8374.17,6118.95,1655.98,1306.82
2024-04-26 21:00,6264.31,7606.59,5254.5,1468.6,1222.27
2024-04-27 00:00,5546.43,6846.77,4459.83,1361.98,1134.05
2024-04-27 03:00,5425.33,6271.15,4080.29,1225.76,1119.64
2024-04-27 06:00,5301.63,6645.56,4606.37,1265.24,1237.61
2024-04-27 09:00,4338.78,5330.28,3479.08,631.07,1135.1
2024-04-27 12:00,4670.08,5258.65,2843.7,530.04,1044.77
2024-04-27 15:00,6342.91,7301.9,4610.45,1135.37,1214.93
2024-04-27 18:00,6794.13,8052.92,5590.45,1569.02,1289.56
2024-04-27 21:00,6104.5,7412.68,5111.91,1404.28,1200.79
2024-04-28 00:00,5423.85,6688.51,4369.15,1330.86,1116.06
2024-04-28 03:00,5318.24,6145.76,3949.37,1188.26,1115.93
2024-04-28 06:00,5236.6,6352.48,4371.89,1173.51,1188.29
2024-04-28 09:00,4425.63,5035.11,3421.59,510.62,1158.35
2024-04-28 12:00,4753.2,5019.93,2761.31,291.32,1065.77
2024-04-28 15:00,6560.3,7374.04,4203.16,931.6,1246.63
2024-04-28 18:00,7032.36,8169.51,5237.66,1523.57,1358.8
2024-04-28 21:00,6078.55,7313.93,4489.76,1397.24,1152.61
2024-04-29 00:00,5473.41,6519.43,3925.31,1367.17,993.18
2024-04-29 03:00,5563.22,6280.29,3858.48,1229.76,1004.27
2024-04-29 06:00,6014.85,7376.99,5336.5,1377.25,1262.02
2024-04-29 09:00,4915.45,6141.32,5366.38,1167.98,1125.32
2024-04-29 12:00,5227.12,6287.58,5250.37,1198.82,1088.38
2024-04-29 15:00,6899.4,8410.17,5774.54,1336.68,1250.39
2024-04-29 18:00,7269.74,8710.4,6129.42,1760.55,1411.07
2024-04-29 21:00,6258.31,7671.55,5104.24,1530.24,1272.11
2024-04-30 00:00,5517.25,6836.21,4280.96,1424.06,1129.08
2024-04-30 03:00,5692.92,6416.78,4054.14,1310.54,1116.28
2024-04-30 06:00,6064.07,7731.21,5414.45,1472.89,1371.12
2024-04-30 09:00,5019.46,7573.49,4888.08,976.89,1210.98
2024-04-30 12:00,5550.65,7543.49,4581.16,566.61,1188.65
2024-04-30 15:00,7033.86,8781.18,5442.99,1183.32,1289.3
2024-04-30 18:00,7360.79,9006.63,6296.2,1856.7,1426.12
2024-04-30 21:00,6349.92,7836.89,5236.93,1602.64,1241.34
2024-05-01 00:00,5574.33,6939.55,4349.58,1457.66,1107.02
2024-05-01 03:00,5627.77,6600.97,4136.98,1348.79,1134.66
2024-05-01 06:00,5988.35,7976.82,5526.21,1587.42,1349.37
2024-05-01 09:00,4592.73,7102.5,4187.71,1245.82,1155.88
2024-05-01 12:00,5117.75,6919.83,3542.41,712.13,1038.36
2024-05-01 15:00,6895.78,8379.33,5038.03,1204.65,1221.67
2024-05-01 18:00,7344.34,9145.82,6070.88,1849.09,1419.0
2024-05-01 21:00,6301.12,8011.62,5176.6,1592.75,1269.07
2024-05-02 00:00,5577.11,7056.58,4347.94,1437.18,1159.28
2024-05-02 03:00,5675.67,6683.91,4268.07,1306.13,1192.21
2024-05-02 06:00,6165.46,7957.54,5788.02,1546.7,1426.9
2024-05-02 09:00,5470.27,7057.69,5075.67,998.69,1248.67
2024-05-02 12:00,5779.28,6714.48,3810.65,694.04,1193.71
2024-05-02 15:00,6986.94,8368.53,5216.04,1259.66,1351.87
2024-05-02 18:00,7417.57,9159.75,6241.53,1786.81,1495.71
2024-05-02 21:00,6388.06,8075.19,5324.54,1564.66,1323.79
2024-05-03 00:00,5592.24,7127.85,4529.03,1406.11,1182.3
2024-05-03 03:00,5691.62,6651.35,4380.12,1288.87,1196.13
2024-05-03 06:00,6414.67,8093.57,5936.46,1454.17,1432.89
2024-05-03 09:00,5619.86,7416.31,5004.37,892.24,1241.92
2024-05-03 12:00,6021.46,7448.53,4000.27,554.0,1142.85
2024-05-03 15:00,6991.66,8668.75,5223.19,1070.08,1288.01
2024-05-03 18:00,7112.34,8960.11,6105.58,1644.75,1379.43
2024-05-03 21:00,6336.45,8044.51,5330.64,1483.09,1261.62
2024-05-04 00:00,5577.09,7124.93,4456.9,1335.04,1154.8
2024-05-04 03:00,5471.76,6468.43,4165.15,1195.98,1131.32
2024-05-04 06:00,5823.59,7115.88,4985.19,1260.44,1257.76
2024-05-04 09:00,5537.98,6903.46,4716.62,704.19,1220.38
2024-05-04 12:00,5557.41,6926.3,3871.65,464.29,1153.75
2024-05-04 15:00,6649.62,8309.16,5071.84,1020.9,1265.01
2024-05-04 18:00,6917.92,8589.54,5799.51,1557.56,1351.0
2024-05-04 21:00,6199.22,7748.97,5233.94,1413.55,1248.86
2024-05-05 00:00,5517.02,6835.4,4466.92,1356.5,1146.1
2024-05-05 03:00,5417.26,6166.22,4021.78,1190.24,1147.99
2024-05-05 06:00,5570.93,6779.96,4452.7,1185.55,1262.44
2024-05-05 09:00,5034.47,7251.31,3935.73,622.83,1224.25
2024-05-05 12:00,5041.87,7021.45,3216.15,432.6,1125.04
2024-05-05 15:00,6518.94,8403.59,4587.61,1058.13,1288.59
2024-05-05 18:00,6907.06,8908.68,5454.77,1571.12,1386.36
2024-05-05 21:00,6168.36,7658.37,4753.61,1418.33,1227.26
2024-05-06 00:00,5475.7,6731.73,4293.28,1369.29,1096.51
2024-05-06 03:00,5377.82,6482.94,4142.08,1272.25,1126.02
2024-05-06 06:00,5196.57,7883.61,5586.06,1442.5,1380.61
2024-05-06 09:00,4249.85,6979.73,4695.64,941.09,1278.49
2024-05-06 12:00,4862.39,6876.36,3888.41,586.18,1166.21
2024-05-06 15:00,6699.02,8507.95,5245.16,1137.61,1295.01
2024-05-06 18:00,7060.41,9250.16,6066.34,1719.25,1402.27
2024-05-06 21:00,6148.02,8072.66,5241.01,1482.52,1238.87
2024-05-07 00:00,5445.46,7115.53,4544.93,1410.03,1126.4
2024-05-07 03:00,5532.33,6619.24,4443.4,1272.89,1162.72
2024-05-07 06:00,6141.03,7982.59,5913.86,1450.62,1404.92
2024-05-07 09:00,5321.31,7219.68,4789.32,850.8,1247.86
2024-05-07 12:00,5549.39,6840.11,3911.03,577.44,1160.92
2024-05-07 15:00,7020.39,8528.73,5413.87,1136.06,1295.93
2024-05-07 18:00,7411.01,9142.13,6420.53,1661.98,1355.56
2024-05-07 21:00,6387.67,7987.9,5424.44,1460.47,1170.44
2024-05-08 00:00,5585.0,7002.68,4591.81,1351.97,1039.49
2024-05-08 03:00,5655.07,6634.22,4373.37,1219.65,1022.4
2024-05-08 06:00,6169.65,8025.17,5854.05,1393.14,1242.99
2024-05-08 09:00,5303.68,7096.94,4839.12,847.42,1188.13
2024-05-08 12:00,5507.14,7218.24,4100.03,566.65,1173.72
2024-05-08 15:00,6966.62,8435.67,5494.57,1109.33,1273.89
2024-05-08 18:00,7361.23,9000.9,6255.79,1621.26,1330.5
2024-05-08 21:00,6426.68,7975.49,5309.01,1441.44,1191.64
2024-05-09 00:00,5619.79,7067.77,4566.16,1371.39,1075.0
2024-05-09 03:00,5667.37,6606.59,4383.46,1207.14,1069.68
2024-05-09 06:00,6209.78,7890.49,5870.11,1382.42,1334.1
2024-05-09 09:00,5418.56,7090.37,5396.82,860.09,1219.48
2024-05-09 12:00,5824.0,7001.05,5233.38,610.91,1160.3
2024-05-09 15:00,7199.34,8557.41,5902.69,1144.84,1293.06
2024-05-09 18:00,7426.05,9055.34,6312.67,1657.59,1336.6
2024-05-09 21:00,6403.82,7980.12,5354.77,1445.66,1194.57
2024-05-10 00:00,5569.5,7098.42,4588.98,1344.55,1075.38
2024-05-10 03:00,5647.87,6611.02,4357.76,1260.02,1074.65
2024-05-10 06:00,6212.79,8083.57,5655.79,1443.48,1299.76
2024-05-10 09:00,5084.15,7605.91,5515.18,887.27,1200.13
2024-05-10 12:00,5302.42,7229.47,5184.01,634.79,1100.32
2024-05-10 15:00,6815.82,8550.56,5882.44,1159.13,1206.83
2024-05-10 18:00,7161.71,8813.72,6147.25,1613.78,1242.7
2024-05-10 21:00,6353.42,7998.81,5301.27,1449.07,1148.11
2024-05-11 00:00,5615.5,7083.89,4509.57,1349.66,1025.98
2024-05-11 03:00,5495.06,6419.86,4125.55,1194.47,1017.69
2024-05-11 06:00,5644.68,7270.43,4661.71,1218.75,1139.4
2024-05-11 09:00,4928.6,8098.03,4403.57,875.32,1106.01
2024-05-11 12:00,5100.63,7971.39,4198.15,561.19,993.08
2024-05-11 15:00,6645.35,8626.71,5047.86,1043.92,1180.85
2024-05-11 18:00,6953.62,8721.5,5542.22,1540.48,1294.45
2024-05-11 21:00,6190.2,7880.38,5018.92,1386.76,1175.48
2024-05-12 00:00,5547.57,6908.77,4385.53,1338.24,1009.71
2024-05-12 03:00,5428.85,6317.88,4052.22,1222.35,962.76
2024-05-12 06:00,5609.35,6901.91,4566.78,1255.93,1063.95
2024-05-12 09:00,5515.22,6793.47,3752.06,824.56,1055.65
2024-05-12 12:00,4748.28,6268.04,3031.19,463.2,991.07
2024-05-12 15:00,6500.16,7977.53,4688.93,992.95,1157.11
2024-05-12 18:00,7037.69,8670.27,5595.39,1576.72,1238.2
2024-05-12 21:00,6170.87,7707.72,4965.46,1437.54,1152.86
2024-05-13 00:00,5442.12,6808.75,4355.47,1369.67,1041.48
2024-05-13 03:00,5570.99,6485.16,4164.39,1312.92,1115.72
2024-05-13 06:00,6016.88,7999.12,5670.2,1512.39,1326.15
2024-05-13 09:00,4486.79,6777.64,4692.12,1060.25,1213.21
2024-05-13 12:00,4595.3,6702.69,4121.13,720.49,1143.82
2024-05-13 15:00,6808.18,8394.78,5701.84,1224.42,1215.99
2024-05-13 18:00,7360.6,9118.63,6129.58,1756.72,1299.72
2024-05-13 21:00,6381.29,8049.14,5209.5,1522.05,1159.93
2024-05-14 00:00,5551.24,7157.36,4405.92,1403.95,1032.28
2024-05-14 03:00,5645.82,6727.14,4250.63,1265.72,1050.02
2024-05-14 06:00,6100.35,8076.51,5726.39,1506.06,1301.3
2024-05-14 09:00,4475.18,6126.83,5249.93,1121.94,1155.28
2024-05-14 12:00,4761.37,5873.04,4655.53,729.07,1107.81
2024-05-14 15:00,6887.04,8279.87,5741.95,1229.89,1252.94
2024-05-14 18:00,7336.04,9163.45,6645.95,1700.95,1379.3
2024-05-14 21:00,6376.38,8066.91,5641.0,1468.86,1196.24
2024-05-15 00:00,5587.93,7103.73,4803.56,1365.47,1056.8
2024-05-15 03:00,5654.41,6749.44,4573.76,1284.53,1047.6
2024-05-15 06:00,6202.76,8068.39,6221.36,1488.27,1254.71
2024-05-15 09:00,5114.12,6320.19,4893.83,1108.45,1104.59
2024-05-15 12:00,5236.17,6032.33,4032.05,855.13,989.14
2024-05-15 15:00,6984.93,8161.46,5610.56,1319.58,1152.09
2024-05-15 18:00,7415.18,9018.83,6652.72,1711.35,1301.95
2024-05-15 21:00,6497.07,8092.77,5613.92,1463.84,1186.83
2024-05-16 00:00,5618.95,7172.34,4751.47,1412.1,1102.0
2024-05-16 03:00,5626.11,6771.69,4608.47,1296.44,1089.84
2024-05-16 06:00,6425.96,8208.43,6320.1,1520.45,1330.15
2024-05-16 09:00,6154.98,7010.32,4948.0,1016.77,1274.76
2024-05-16 12:00,6207.94,6618.03,4147.52,730.91,1224.46
2024-05-16 15:00,7069.82,8493.24,5658.86,1262.53,1268.5
2024-05-16 18:00,7451.33,9184.78,6669.21,1714.71,1315.25
2024-05-16 21:00,6445.27,8173.94,5682.86,1479.92,1143.92
2024-05-17 00:00,5593.55,7221.19,4728.78,1396.62,961.38
2024-05-17 03:00,5638.35,6864.47,4470.38,1283.56,1013.38
2024-05-17 06:00,6219.83,8199.82,6022.53,1508.07,1306.82
2024-05-17 09:00,5406.45,6653.97,5561.92,1033.53,1212.36
2024-05-17 12:00,5642.54,6101.35,5559.62,713.54,1112.45
2024-05-17 15:00,6874.78,8187.94,6183.16,1279.8,1284.26
2024-05-17 18:00,7145.32,8756.29,6540.26,1761.4,1395.7
2024-05-17 21:00,6228.0,8029.07,5507.44,1545.3,1279.85
2024-05-18 00:00,5485.13,7072.58,4614.53,1438.66,1164.17
2024-05-18 03:00,5371.79,6484.51,4297.45,1321.5,1175.56
2024-05-18 06:00,5437.54,7410.07,5182.25,1382.41,1319.26
2024-05-18 09:00,4170.46,6575.41,4272.06,876.36,1352.94
2024-05-18 12:00,4373.25,6908.41,3522.95,443.76,1219.57
2024-05-18 15:00,6448.55,8824.14,5300.47,1061.78,1337.43
2024-05-18 18:00,6942.93,9611.27,6388.06,1761.38,1361.65
2024-05-18 21:00,6151.5,8532.7,5580.89,1559.39,1208.96
2024-05-19 00:00,5479.61,7324.73,4703.01,1428.86,1066.55
2024-05-19 03:00,5386.26,6726.72,4200.53,1264.82,1048.53
2024-05-19 06:00,5222.82,7466.9,4838.05,1339.5,1131.27
2024-05-19 09:00,3866.08,6045.79,4911.48,1351.54,1134.08
2024-05-19 12:00,3920.68,5488.45,5021.17,1170.45,1092.5
2024-05-19 15:00,6265.23,8166.16,5744.31,1470.94,1234.18
2024-05-19 18:00,7090.1,9692.87,6158.17,1818.62,1378.56
2024-05-19 21:00,6062.27,8461.6,5141.45,1497.67,1241.1
2024-05-20 00:00,5284.65,7295.16,4379.63,1374.01,1153.31
2024-05-20 03:00,5428.28,7092.49,4246.89,1246.32,1186.87
2024-05-20 06:00,6155.43,9154.26,6003.94,1502.34,1498.6
2024-05-20 09:00,4378.11,7376.63,5674.81,1318.15,1340.39
2024-05-20 12:00,4373.88,7469.58,5261.18,1084.36,1250.14
2024-05-20 15:00,6617.99,9362.61,6284.28,1375.89,1392.16
2024-05-20 18:00,7368.35,10154.87,6847.74,1900.53,1498.62
2024-05-20 21:00,6298.77,8728.84,5618.34,1602.78,1310.19
2024-05-21 00:00,5494.03,7525.34,4698.91,1448.21,1151.57
2024-05-21 03:00,5608.47,7076.77,4515.25,1288.68,1166.46
2024-05-21 06:00,6325.17,8874.39,6201.71,1566.25,1518.38
2024-05-21 09:00,4772.85,7046.02,5774.64,1392.15,1368.62
2024-05-21 12:00,4961.63,6660.43,5490.28,1021.87,1264.37
2024-05-21 15:00,6783.67,8799.32,6433.53,1322.44,1424.96
2024-05-21 18:00,7387.84,9905.36,7115.86,1949.22,1494.24
2024-05-21 21:00,6330.15,8680.32,5852.81,1615.72,1285.75
2024-05-22 00:00,5500.94,7535.31,4896.16,1459.74,1151.75
2024-05-22 03:00,5641.8,7193.48,4720.15,1295.69,1171.76
2024-05-22 06:00,6377.42,8968.71,6641.11,1673.72,1425.01
2024-05-22 09:00,5147.37,6795.31,5534.5,1171.87,1317.34
2024-05-22 12:00,4836.24,6215.59,4875.95,740.36,1182.42
2024-05-22 15:00,6763.2,8692.97,6234.74,1356.41,1333.18
2024-05-22 18:00,7340.24,10048.16,7009.26,2028.68,1416.65
2024-05-22 21:00,6382.95,8759.94,5835.41,1698.22,1259.27
2024-05-23 00:00,5559.65,7608.34,4851.66,1476.83,1138.65
2024-05-23 03:00,5698.03,7388.42,4644.54,1328.8,1159.57
2024-05-23 06:00,6315.02,9236.25,6257.74,1709.68,1432.18
2024-05-23 09:00,4566.97,7021.45,5531.91,1437.0,1337.27
2024-05-23 12:00,4663.68,6238.4,4777.85,1169.68,1287.51
2024-05-23 15:00,6726.72,8724.14,6100.95,1476.01,1406.3
2024-05-23 18:00,7331.57,10058.35,7008.59,2027.57,1424.9
2024-05-23 21:00,6278.4,8877.86,5956.49,1673.72,1269.55
2024-05-24 00:00,5415.74,7686.49,4965.49,1462.65,1164.11
2024-05-24 03:00,5556.29,7332.21,4798.78,1353.91,1182.68
2024-05-24 06:00,6276.43,9125.16,6557.01,1656.59,1491.19
2024-05-24 09:00,4839.34,7131.12,6277.21,1274.13,1324.99
2024-05-24 12:00,5485.14,6674.94,5603.05,990.6,1218.38
2024-05-24 15:00,7032.55,8852.19,6433.35,1549.37,1358.31
2024-05-24 18:00,7242.02,9676.4,6831.95,1920.46,1374.51
2024-05-24 21:00,6331.22,8722.58,5794.02,1666.55,1250.71
2024-05-25 00:00,5545.44,7647.82,4860.37,1438.93,1140.02
2024-05-25 03:00,5470.55,6917.69,4452.98,1303.2,1137.58
2024-05-25 06:00,5927.04,7992.07,5297.56,1410.62,1281.69
2024-05-25 09:00,5488.21,7411.12,4905.21,883.35,1251.72
2024-05-25 12:00,5185.86,6813.9,3915.64,538.13,1088.47
2024-05-25 15:00,6651.75,8554.98,5297.34,1130.3,1296.88
2024-05-25 18:00,6985.37,9288.71,6216.85,1730.32,1380.77
2024-05-25 21:00,6201.52,8412.8,5662.23,1561.32,1283.69
2024-05-26 00:00,5502.03,7323.05,4871.45,1414.36,1159.6
2024-05-26 03:00,5407.9,6856.73,4471.17,1256.47,1165.01
2024-05-26 06:00,5343.59,7552.34,5171.86,1337.86,1289.88
2024-05-26 09:00,4405.49,6115.31,4416.03,852.8,1248.83
2024-05-26 12:00,4739.39,5536.49,3453.7,500.64,1142.42
2024-05-26 15:00,6585.0,8175.39,5318.08,1103.84,1360.17
2024-05-26 18:00,7089.07,9387.69,6540.63,1721.03,1428.01
