,QLD1,NSW1,VIC1,SA1,TAS1
2024-02-19 00:00,6012.8,6700.88,3944.15,1430.65,1027.51
2024-02-19 03:00,5981.11,6992.82,4033.21,1369.18,1077.41
2024-02-19 06:00,6390.42,8481.77,4865.43,1458.66,1205.95
2024-02-19 09:00,6117.46,8145.95,3799.77,955.99,1089.64
2024-02-19 12:00,6889.81,8607.53,3194.07,1046.53,1082.67
2024-02-19 15:00,7991.02,8742.15,4531.88,1613.1,1199.95
2024-02-19 18:00,8141.56,8489.04,5401.6,2121.92,1260.03
2024-02-19 21:00,6869.02,7590.52,4569.14,1700.26,1124.36
2024-02-20 00:00,5962.06,6610.12,4092.64,1540.38,1059.84
2024-02-20 03:00,5921.4,6852.07,4349.7,1438.82,1095.22
2024-02-20 06:00,6136.19,7876.08,4906.18,1657.38,1163.78
2024-02-20 09:00,5411.44,7669.93,3978.98,1552.04,1061.09
2024-02-20 12:00,6245.34,7203.28,4686.32,1302.74,1059.1
2024-02-20 15:00,7774.3,7963.85,6546.69,1693.74,1155.7
2024-02-20 18:00,8506.84,8665.03,6519.59,1985.83,1183.22
2024-02-20 21:00,7117.97,7675.3,5194.93,1696.61,1083.27
2024-02-21 00:00,6157.22,6664.88,4468.71,1537.72,1032.41
2024-02-21 03:00,6084.69,6778.09,4490.99,1434.66,1057.79
2024-02-21 06:00,6384.04,7721.71,5310.74,1583.9,1158.5
2024-02-21 09:00,5656.31,7193.81,4736.62,1274.28,1045.86
2024-02-21 12:00,6324.82,7241.98,5682.04,1219.48,1060.42
2024-02-21 15:00,8285.5,8668.23,7757.66,1910.61,1214.43
2024-02-21 18:00,8826.78,9181.16,7507.77,2359.49,1240.39
2024-02-21 21:00,7304.23,7984.36,5610.26,1791.7,1093.1
2024-02-22 00:00,6261.02,6883.45,4551.88,1565.19,1006.48
2024-02-22 03:00,6194.15,6992.34,4588.65,1472.98,1054.74
2024-02-22 06:00,6557.79,7959.1,5662.07,1606.51,1196.96
2024-02-22 09:00,6175.4,6870.9,5735.39,1320.06,1164.1
2024-02-22 12:00,6764.97,7717.2,6747.72,1363.02,1189.57
2024-02-22 15:00,8641.57,10721.88,8781.81,1740.72,1305.05
2024-02-22 18:00,9114.98,10887.0,6967.34,1966.35,1250.02
2024-02-22 21:00,7571.09,8746.91,5218.75,1544.43,1089.92
2024-02-23 00:00,6408.69,7274.77,4359.83,1435.47,1022.07
2024-02-23 03:00,6311.36,7232.87,4382.54,1330.32,1085.7
2024-02-23 06:00,6819.49,8325.1,5023.18,1496.78,1144.41
2024-02-23 09:00,6517.52,8984.14,4203.29,1136.56,1105.71
2024-02-23 12:00,7411.15,10459.58,3800.12,788.58,1082.43
2024-02-23 15:00,9492.66,11781.4,4393.14,987.35,1151.22
2024-02-23 18:00,9505.18,10251.7,4936.47,1423.65,1199.68
2024-02-23 21:00,7931.97,8589.69,4358.62,1334.87,1103.77
2024-02-24 00:00,6748.35,7143.62,3887.28,1261.83,1015.87
2024-02-24 03:00,6521.46,6777.91,3835.78,1174.36,1039.84
2024-02-24 06:00,6752.62,7539.98,4052.71,1114.21,1109.04
2024-02-24 09:00,6581.29,7369.93,3061.46,373.56,1011.08
2024-02-24 12:00,7619.53,7114.29,2317.66,86.37,962.61
2024-02-24 15:00,8423.31,7772.55,3525.22,596.17,1101.72
2024-02-24 18:00,8288.22,7941.65,4822.47,1363.16,1208.64
2024-02-24 21:00,7121.03,7360.51,4396.25,1316.01,1127.08
2024-02-25 00:00,6213.82,6435.83,3989.55,1237.96,1051.06
2024-02-25 03:00,6005.49,6212.5,3809.42,1115.86,1057.94
2024-02-25 06:00,6092.64,6113.35,3636.84,1006.56,1135.55
2024-02-25 09:00,5829.03,5081.14,2604.03,408.65,1120.46
2024-02-25 12:00,6112.28,5245.4,3155.78,304.32,1085.42
2024-02-25 15:00,7748.08,7925.82,5196.53,991.84,1123.55
2024-02-25 18:00,8333.29,8868.67,5266.21,1597.53,1171.44
2024-02-25 21:00,7151.36,7548.68,4362.1,1393.43,1023.28
2024-02-26 00:00,6211.97,6530.64,3950.55,1329.46,989.8
2024-02-26 03:00,6190.43,6785.13,4145.94,1287.06,1049.5
2024-02-26 06:00,6678.33,7703.04,4935.84,1440.53,1194.18
2024-02-26 09:00,6297.02,6921.87,3487.88,1037.4,975.3
2024-02-26 12:00,6922.21,7611.48,3300.24,1145.45,954.46
2024-02-26 15:00,9025.84,9222.62,4609.18,1400.38,1060.94
2024-02-26 18:00,9348.93,9188.81,5217.0,1635.82,1172.72
2024-02-26 21:00,7741.58,7936.45,4453.8,1465.08,1078.72
2024-02-27 00:00,6549.29,6890.08,3995.87,1401.32,1011.43
2024-02-27 03:00,6432.88,7041.45,4279.84,1303.11,1042.74
2024-02-27 06:00,7030.51,8395.98,4826.89,1423.88,1133.76
2024-02-27 09:00,6825.46,8006.94,3547.86,965.03,952.01
2024-02-27 12:00,7174.47,8027.51,3904.97,1030.55,928.68
2024-02-27 15:00,8614.95,8807.3,5975.18,1853.91,1056.11
2024-02-27 18:00,8837.69,8931.88,6553.15,2400.98,1129.25
2024-02-27 21:00,7375.36,7975.67,5069.77,1920.54,984.57
2024-02-28 00:00,6341.32,6872.68,4299.02,1798.25,908.72
2024-02-28 03:00,6246.85,7046.27,4277.73,1762.4,961.47
2024-02-28 06:00,6738.28,8202.51,5187.58,1840.37,1069.61
2024-02-28 09:00,6296.25,7721.26,5814.77,1277.62,980.72
2024-02-28 12:00,6568.43,8279.06,6147.62,1066.68,1040.57
2024-02-28 15:00,8473.75,10472.12,6995.34,1532.44,1143.83
2024-02-28 18:00,8973.82,10373.88,7640.66,1872.31,1199.32
2024-02-28 21:00,7459.26,8674.44,5559.47,1568.0,1025.78
2024-02-29 00:00,6395.76,7306.66,4497.4,1486.73,953.84
2024-02-29 03:00,6269.56,7383.68,4469.77,1384.61,1014.36
2024-02-29 06:00,6702.6,8677.29,5354.4,1510.08,1141.61
2024-02-29 09:00,6210.32,9168.15,4646.38,892.28,1055.44
2024-02-29 12:00,6548.6,11295.72,4121.27,637.23,1026.7
2024-02-29 15:00,8662.43,13449.0,5590.05,1329.02,1156.44
2024-02-29 18:00,9034.22,12136.08,5709.02,1686.28,1251.49
2024-02-29 21:00,7512.17,9216.3,4881.06,1473.9,1143.7
2024-03-01 00:00,6349.61,7515.03,4387.35,1387.9,1080.0
2024-03-01 03:00,6174.01,7479.21,4509.92,1294.36,1112.06
2024-03-01 06:00,6641.52,8646.42,5038.64,1371.54,1202.34
2024-03-01 09:00,6232.96,8284.92,3980.37,807.51,1007.56
2024-03-01 12:00,6390.93,8812.74,3929.32,674.29,938.48
2024-03-01 15:00,8318.94,10680.19,5389.45,1295.18,1026.71
2024-03-01 18:00,8713.07,10319.79,5458.54,1641.34,1121.34
2024-03-01 21:00,7401.4,8794.59,4623.92,1430.15,1020.87
2024-03-02 00:00,6266.89,7315.99,4072.28,1347.21,1017.3
2024-03-02 03:00,5978.34,7041.82,3926.92,1273.85,1032.89
2024-03-02 06:00,5626.68,7803.29,4136.43,1231.99,1092.27
2024-03-02 09:00,4956.24,8124.2,3282.68,593.18,1065.59
2024-03-02 12:00,5666.93,7724.69,2738.85,368.8,996.64
2024-03-02 15:00,8097.17,8195.41,3638.69,968.96,1102.28
2024-03-02 18:00,8841.11,8201.43,4786.96,1437.45,1181.52
2024-03-02 21:00,7581.72,7481.46,4302.4,1372.52,1084.16
2024-03-03 00:00,6536.73,6569.71,3833.27,1305.08,1005.49
2024-03-03 03:00,6223.49,6288.45,3618.09,1204.09,1010.3
2024-03-03 06:00,6089.48,6382.88,3583.89,1111.61,1086.7
2024-03-03 09:00,6287.6,5643.31,3368.21,453.04,1002.27
2024-03-03 12:00,7019.5,5849.88,2975.32,201.56,971.01
2024-03-03 15:00,8327.71,8726.46,3730.83,736.06,1118.75
2024-03-03 18:00,8554.06,9321.1,4713.98,1464.53,1181.07
2024-03-03 21:00,7271.31,7739.41,4135.19,1383.07,1070.18
2024-03-04 00:00,6324.3,6579.82,3809.94,1372.68,1034.02
2024-03-04 03:00,6286.44,6711.33,4046.35,1301.54,1091.09
2024-03-04 06:00,6948.32,7661.21,4633.51,1373.12,1214.84
2024-03-04 09:00,6917.94,6473.56,3070.48,687.79,1022.55
2024-03-04 12:00,8067.16,6611.02,2833.42,597.77,940.15
2024-03-04 15:00,8747.98,7786.08,4163.74,1202.48,1093.41
2024-03-04 18:00,8554.18,8142.43,5246.01,1671.46,1199.3
2024-03-04 21:00,7157.55,7272.31,4546.92,1468.11,1100.29
2024-03-05 00:00,6248.86,6365.6,4108.28,1374.67,1005.11
2024-03-05 03:00,6182.85,6613.25,4344.26,1296.13,1070.8
2024-03-05 06:00,6928.12,7366.3,4923.13,1364.8,1204.87
2024-03-05 09:00,6252.43,5944.08,3518.3,814.72,1035.14
2024-03-05 12:00,6347.18,5845.86,3834.47,806.97,990.81
2024-03-05 15:00,7407.49,8091.94,5746.9,1637.33,1149.89
2024-03-05 18:00,7900.47,8701.39,6209.31,1979.59,1257.52
2024-03-05 21:00,6722.41,7582.38,4974.97,1634.48,1113.29
2024-03-06 00:00,5803.5,6604.7,4385.49,1464.17,1064.2
2024-03-06 03:00,5816.15,6707.79,4461.3,1360.46,1161.5
2024-03-06 06:00,6194.2,7359.14,5182.01,1529.88,1155.67
2024-03-06 09:00,5355.65,6298.49,4244.07,1063.48,948.23
2024-03-06 12:00,5600.8,7184.46,4397.78,1014.59,914.12
2024-03-06 15:00,7354.6,9616.22,5591.71,1741.63,1067.34
2024-03-06 18:00,8063.02,9501.86,5610.83,1988.61,1181.46
2024-03-06 21:00,6879.48,8004.21,4703.88,1588.0,1087.63
2024-03-07 00:00,5984.06,6840.67,4161.8,1440.11,1040.74
2024-03-07 03:00,5961.3,6967.36,4292.78,1366.42,1101.69
2024-03-07 06:00,6274.63,7809.16,4982.95,1502.71,1231.98
2024-03-07 09:00,5723.77,7058.77,3833.99,959.08,1064.66
2024-03-07 12:00,5915.07,7604.2,3353.0,933.2,1037.59
2024-03-07 15:00,7685.21,9407.54,4678.27,1684.7,1172.9
2024-03-07 18:00,8307.74,9400.17,5404.06,2087.83,1277.72
2024-03-07 21:00,6931.59,8097.96,4553.69,1697.84,1160.34
2024-03-08 00:00,6130.86,6839.74,4120.23,1531.5,1089.06
2024-03-08 03:00,6119.07,7025.38,4288.4,1425.62,1124.89
2024-03-08 06:00,6646.72,8088.39,4944.19,1531.28,1231.35
2024-03-08 09:00,5840.37,7455.27,3791.24,1160.53,1003.16
2024-03-08 12:00,6157.27,7712.31,3986.71,1268.85,1010.47
2024-03-08 15:00,7579.86,9641.29,5884.28,1995.22,1137.53
2024-03-08 18:00,7951.22,9481.21,6270.5,2411.97,1148.94
2024-03-08 21:00,6958.24,8200.77,5076.84,1939.47,1046.14
2024-03-09 00:00,6084.66,6917.96,4344.15,1688.77,994.91
2024-03-09 03:00,5926.75,6592.27,4106.25,1547.75,1018.53
2024-03-09 06:00,5726.77,6798.21,4253.17,1595.8,1109.73
2024-03-09 09:00,4943.54,6186.85,4146.63,1506.62,1061.86
2024-03-09 12:00,5130.46,6679.21,5424.99,1796.15,1043.17
2024-03-09 15:00,6844.37,8827.46,7611.06,2456.57,1176.76
2024-03-09 18:00,7633.17,9084.14,7864.2,2613.07,1218.23
2024-03-09 21:00,6715.14,7944.57,6207.85,2166.67,1099.18
2024-03-10 00:00,5947.51,6729.2,5032.69,1863.92,1059.59
2024-03-10 03:00,5750.12,6378.29,4702.5,1673.73,1080.07
2024-03-10 06:00,5499.05,6408.49,4857.69,1589.13,1113.59
2024-03-10 09:00,5260.11,5742.08,5085.77,1382.07,1183.47
2024-03-10 12:00,5339.13,6238.83,5952.24,1448.95,1191.46
2024-03-10 15:00,6880.55,8788.07,7903.64,2091.12,1281.54
2024-03-10 18:00,7778.04,9228.61,7890.87,2520.76,1252.61
2024-03-10 21:00,6712.58,7866.03,5956.83,2011.07,1102.83
2024-03-11 00:00,5973.86,6753.98,4800.99,1733.75,1001.56
2024-03-11 03:00,6007.85,6914.35,4462.77,1579.2,1031.89
2024-03-11 06:00,6626.75,7884.08,4645.83,1553.15,1100.54
2024-03-11 09:00,5944.02,7048.5,4786.64,1444.32,1131.5
2024-03-11 12:00,6214.07,7463.19,5955.74,1581.62,1093.05
2024-03-11 15:00,7409.55,9476.5,7719.26,2273.56,1202.55
2024-03-11 18:00,7941.05,9370.65,7554.16,2584.01,1228.82
2024-03-11 21:00,6862.76,7941.73,5738.88,2014.11,1125.65
2024-03-12 00:00,5981.82,6797.27,4825.21,1764.78,1023.39
2024-03-12 03:00,5972.18,6886.94,4740.08,1627.96,1009.56
2024-03-12 06:00,6334.32,7567.08,5825.84,1798.22,1138.44
2024-03-12 09:00,5228.8,6433.37,5849.67,1585.74,967.06
2024-03-12 12:00,5455.65,7773.21,5718.99,1713.2,969.29
2024-03-12 15:00,7346.28,10717.14,5834.0,2376.36,1148.63
2024-03-12 18:00,8107.23,10046.78,5546.16,2394.39,1224.95
2024-03-12 21:00,6917.95,7995.87,4713.88,1866.67,1128.09
2024-03-13 00:00,6037.26,6866.61,4199.33,1650.44,1081.84
2024-03-13 03:00,6029.76,7040.59,4389.91,1527.37,1148.65
2024-03-13 06:00,6357.26,8043.91,5521.09,1752.39,1253.65
2024-03-13 09:00,5608.44,7268.63,5250.63,1630.46,1001.43
2024-03-13 12:00,5676.57,7828.84,4842.76,1736.88,989.72
2024-03-13 15:00,7425.82,9590.22,5159.97,2153.49,1165.1
2024-03-13 18:00,8139.5,9413.72,5410.49,2059.78,1230.85
2024-03-13 21:00,6927.17,8014.78,4575.22,1700.36,1098.2
2024-03-14 00:00,6030.96,6841.8,3994.2,1545.51,1012.77
2024-03-14 03:00,6060.82,6973.64,4157.77,1450.83,1066.52
2024-03-14 06:00,6663.2,7916.48,5141.71,1709.14,1158.99
2024-03-14 09:00,5985.4,7055.32,4436.73,1472.95,1046.89
2024-03-14 12:00,6305.01,8556.8,4164.1,1186.54,969.53
2024-03-14 15:00,7723.74,9997.47,4628.19,1545.89,1099.15
2024-03-14 18:00,8293.16,9353.56,5147.23,1669.21,1197.28
2024-03-14 21:00,7076.12,7880.29,4368.65,1492.68,1118.85
2024-03-15 00:00,6116.6,6684.06,4020.35,1415.96,1067.17
2024-03-15 03:00,6073.03,6768.53,4183.52,1353.21,1130.38
2024-03-15 06:00,6411.73,7747.53,4848.81,1462.12,1271.78
2024-03-15 09:00,5994.81,7148.84,3730.69,927.47,1080.08
2024-03-15 12:00,6410.03,6609.34,3529.41,837.88,1034.86
2024-03-15 15:00,7842.76,7641.91,4884.63,1374.34,1177.55
2024-03-15 18:00,8126.37,8070.7,5277.31,1643.48,1260.17
2024-03-15 21:00,7052.47,7394.22,4513.56,1452.92,1163.61
2024-03-16 00:00,6137.92,6473.91,4032.5,1366.0,1095.32
2024-03-16 03:00,5919.72,6253.12,3824.49,1295.16,1090.1
2024-03-16 06:00,5815.3,6636.15,3922.28,1306.33,1167.26
2024-03-16 09:00,4871.74,5865.06,2852.53,816.27,1031.64
2024-03-16 12:00,5362.0,5845.19,3056.05,883.97,936.13
2024-03-16 15:00,6878.0,7374.05,4859.65,1540.5,1096.02
2024-03-16 18:00,7412.94,7781.45,5328.89,1943.26,1196.2
2024-03-16 21:00,6603.74,7206.32,4548.56,1599.91,1068.63
2024-03-17 00:00,5898.71,6359.9,4020.41,1444.68,980.17
2024-03-17 03:00,5693.76,6136.06,3789.61,1268.53,978.86
2024-03-17 06:00,5523.39,6668.04,3782.12,1235.94,1045.98
2024-03-17 09:00,5126.45,6299.79,2865.17,866.18,988.02
2024-03-17 12:00,5358.73,6512.22,3528.31,660.19,951.89
2024-03-17 15:00,7060.86,7436.55,5062.7,1395.63,1080.94
2024-03-17 18:00,7683.07,7885.61,5420.73,1905.3,1077.98
2024-03-17 21:00,6653.57,7080.21,4469.99,1601.54,933.81
2024-03-18 00:00,5963.52,6262.65,4006.27,1496.36,864.9
2024-03-18 03:00,5978.95,6537.75,4152.59,1422.37,919.9
2024-03-18 06:00,6685.94,7842.2,4990.63,1649.61,1038.54
2024-03-18 09:00,5849.1,7152.55,4223.27,1305.32,910.57
2024-03-18 12:00,6128.29,6772.56,4804.81,1170.61,919.29
2024-03-18 15:00,7761.36,8152.6,6494.64,1703.6,1034.5
2024-03-18 18:00,8254.77,8422.78,6442.9,1927.25,1056.13
2024-03-18 21:00,7046.4,7477.13,4977.79,1575.8,911.32
2024-03-19 00:00,6126.67,6540.88,4222.69,1443.34,885.02
2024-03-19 03:00,6097.09,6734.55,4376.27,1376.95,947.62
2024-03-19 06:00,6634.51,7733.35,5325.92,1455.53,1079.56
2024-03-19 09:00,6147.04,6620.57,5092.31,1116.45,988.93
2024-03-19 12:00,6412.66,6653.02,5873.57,892.81,1033.52
2024-03-19 15:00,7921.82,9131.73,5948.52,1400.79,1086.64
2024-03-19 18:00,8329.98,9176.29,5396.49,1637.16,1019.66
2024-03-19 21:00,6990.67,7763.73,4399.33,1477.84,957.66
2024-03-20 00:00,6144.07,6651.7,3835.64,1402.06,927.06
2024-03-20 03:00,6118.33,6826.54,3984.77,1317.05,941.39
2024-03-20 06:00,6536.39,8208.21,4698.15,1436.74,1124.67
2024-03-20 09:00,5979.01,7999.21,3444.74,896.0,989.99
2024-03-20 12:00,6380.99,7652.98,3051.13,424.5,915.25
2024-03-20 15:00,8111.68,8174.18,4123.32,816.2,1028.11
2024-03-20 18:00,8605.43,8169.24,5188.57,1558.21,1144.4
2024-03-20 21:00,7239.5,7262.24,4488.61,1424.52,1012.26
2024-03-21 00:00,6261.44,6295.23,4139.45,1400.56,968.27
2024-03-21 03:00,6272.4,6538.12,4329.7,1317.49,1036.16
2024-03-21 06:00,6815.84,7215.47,5109.56,1409.08,1156.95
2024-03-21 09:00,6531.52,5576.92,3354.48,628.92,961.15
2024-03-21 12:00,6678.86,5649.78,2871.01,336.05,950.8
2024-03-21 15:00,7621.75,7386.46,4351.31,772.39,1073.77
2024-03-21 18:00,7872.95,7979.55,5247.92,1517.07,1146.91
2024-03-21 21:00,6723.88,7196.65,4568.26,1392.67,1011.42
2024-03-22 00:00,6009.37,6422.3,4161.24,1354.81,976.47
2024-03-22 03:00,6020.4,6595.31,4367.84,1263.72,1079.67
2024-03-22 06:00,6565.67,7557.5,5179.31,1381.99,1207.86
2024-03-22 09:00,5995.03,6324.89,3465.35,606.69,1023.31
2024-03-22 12:00,6054.29,6083.82,3018.45,347.28,1036.09
2024-03-22 15:00,7266.96,7329.49,4342.98,857.9,1138.95
2024-03-22 18:00,7660.73,7974.89,5098.27,1511.58,1169.74
2024-03-22 21:00,6687.59,7334.45,4441.12,1398.66,1078.71
2024-03-23 00:00,5965.0,6357.73,3917.44,1377.38,1045.97
2024-03-23 03:00,5854.04,6184.36,3801.05,1292.4,1060.3
2024-03-23 06:00,5754.83,6681.6,4266.97,1247.09,1155.73
2024-03-23 09:00,5441.16,5424.07,3543.47,581.12,1047.69
2024-03-23 12:00,5836.15,5728.48,2984.55,222.41,948.79
2024-03-23 15:00,7039.77,7409.15,3842.96,710.68,1072.09
2024-03-23 18:00,7273.55,7686.12,4741.22,1452.37,1131.42
2024-03-23 21:00,6450.23,7115.02,4292.62,1352.5,1034.42
2024-03-24 00:00,5796.09,6216.69,3824.93,1307.32,973.3
2024-03-24 03:00,5661.5,6052.68,3644.06,1199.37,981.98
2024-03-24 06:00,5801.33,6503.38,3923.75,1130.47,1051.84
2024-03-24 09:00,6019.84,5380.79,3222.49,438.14,1050.28
2024-03-24 12:00,6191.95,5248.84,2421.75,137.74,1011.77
2024-03-24 15:00,7063.33,7377.5,3770.57,693.98,1122.7
2024-03-24 18:00,7321.44,7981.27,4772.93,1406.76,1151.39
2024-03-24 21:00,6337.79,7104.27,4217.01,1307.78,1018.05
2024-03-25 00:00,5679.95,6211.5,3860.43,1329.1,967.85
2024-03-25 03:00,5774.61,6502.36,4064.89,1280.84,1043.38
2024-03-25 06:00,6803.16,7266.37,5031.5,1405.74,1197.58
2024-03-25 09:00,6807.72,5682.62,3849.3,731.29,1079.6
2024-03-25 12:00,7093.15,5889.95,3244.61,338.67,1032.53
2024-03-25 15:00,7428.92,8402.28,4519.81,833.47,1147.68
2024-03-25 18:00,7552.12,8610.76,5258.47,1502.4,1206.06
2024-03-25 21:00,6469.27,7546.14,4568.07,1354.41,1084.76
2024-03-26 00:00,5705.5,6572.34,4143.16,1333.42,1024.52
2024-03-26 03:00,5785.81,6780.77,4319.13,1258.05,1068.48
2024-03-26 06:00,6751.69,7572.62,5205.09,1363.48,1225.7
2024-03-26 09:00,6573.04,5991.33,4024.92,624.85,1048.75
2024-03-26 12:00,6846.17,6256.78,3304.05,317.39,1024.07
2024-03-26 15:00,7674.09,8700.78,4575.27,829.08,1154.52
2024-03-26 18:00,7809.95,8757.56,5325.11,1491.03,1207.58
2024-03-26 21:00,6707.12,7607.36,4618.54,1350.06,1098.59
2024-03-27 00:00,5897.69,6633.19,4171.75,1330.79,1036.79
2024-03-27 03:00,5971.92,6762.04,4364.28,1271.9,1094.57
2024-03-27 06:00,6863.09,7680.61,5227.91,1406.59,1271.24
2024-03-27 09:00,6564.05,6614.49,4141.26,660.94,1053.92
2024-03-27 12:00,6664.82,6413.42,3864.36,348.08,1023.04
2024-03-27 15:00,7634.98,8210.29,4673.83,871.16,1143.14
2024-03-27 18:00,7907.01,8454.1,5297.39,1520.67,1196.12
2024-03-27 21:00,6737.56,7566.11,4566.65,1395.68,1112.21
2024-03-28 00:00,5902.26,6568.37,4162.96,1357.72,1053.33
2024-03-28 03:00,5912.1,6701.62,4241.63,1271.87,1126.82
2024-03-28 06:00,6279.43,7888.57,5247.1,1423.08,1254.63
2024-03-28 09:00,5533.77,7112.18,4186.91,718.3,1064.1
2024-03-28 12:00,5706.94,6618.42,3234.85,415.39,1015.12
2024-03-28 15:00,7289.24,7996.39,4439.68,912.33,1136.25
2024-03-28 18:00,7753.37,8149.66,5202.74,1533.9,1210.64
2024-03-28 21:00,6656.9,7407.33,4493.14,1353.88,1138.04
2024-03-29 00:00,5843.0,6375.56,4049.65,1290.03,1061.12
2024-03-29 03:00,5663.06,6123.26,3892.53,1169.88,1084.44
2024-03-29 06:00,5282.78,6325.19,3944.46,1127.15,1158.7
2024-03-29 09:00,4750.16,5672.91,2639.31,454.6,1060.82
2024-03-29 12:00,5139.82,5085.23,2368.82,245.33,992.88
2024-03-29 15:00,6689.98,7166.43,4120.7,914.26,1147.5
2024-03-29 18:00,7186.19,7712.77,4785.84,1482.73,1227.71
2024-03-29 21:00,6383.89,7169.18,4254.65,1299.93,1139.74
2024-03-30 00:00,5691.98,6309.97,3904.95,1247.51,1069.63
2024-03-30 03:00,5578.56,6055.94,3779.29,1145.53,1078.21
2024-03-30 06:00,5237.1,6207.25,4061.14,1133.06,1158.69
2024-03-30 09:00,4624.24,4793.23,2759.69,567.39,1131.21
2024-03-30 12:00,4808.86,4941.38,2447.81,529.21,1004.81
2024-03-30 15:00,6499.22,7598.2,4052.86,1202.47,1138.96
2024-03-30 18:00,7172.31,7907.97,4678.6,1586.31,1179.53
2024-03-30 21:00,6388.27,7128.94,4149.66,1373.01,1062.54
2024-03-31 00:00,5655.23,6182.51,3796.71,1302.47,1000.42
2024-03-31 03:00,5521.7,5936.49,3648.61,1199.11,1014.56
2024-03-31 06:00,5184.74,6015.2,3991.85,1150.47,1134.48
2024-03-31 09:00,4632.66,4809.91,3076.28,611.25,1101.42
2024-03-31 12:00,4960.02,4985.43,2256.74,605.32,992.81
2024-03-31 15:00,6476.1,7299.67,3943.25,1277.6,1123.88
2024-03-31 18:00,7085.22,7752.45,4642.81,1635.45,1188.48
2024-03-31 21:00,6309.06,7037.63,4061.05,1432.68,1078.86
2024-04-01 00:00,5650.01,6162.36,3638.59,1337.63,1037.41
2024-04-01 03:00,5529.7,6005.87,3581.33,1227.23,1042.97
2024-04-01 06:00,5400.21,6155.93,3841.59,1246.58,1090.63
2024-04-01 09:00,5179.13,5032.47,3576.93,866.81,1000.34
2024-04-01 12:00,5770.94,5509.98,4147.85,740.93,940.39
2024-04-01 15:00,6914.01,8140.29,4989.5,1235.05,1088.24
2024-04-01 18:00,7332.52,8267.38,4801.0,1494.37,1077.05
2024-04-01 21:00,6372.28,7244.75,4201.41,1345.57,970.4
2024-04-02 00:00,5656.88,6283.93,3808.24,1345.34,899.83
2024-04-02 03:00,5716.92,6477.62,3875.49,1273.32,1005.58
2024-04-02 06:00,5985.33,7808.44,4755.3,1464.61,1133.97
2024-04-02 09:00,5512.07,7684.27,3915.49,1120.0,1129.58
2024-04-02 12:00,5782.94,6999.96,3808.86,891.36,1109.93
2024-04-02 15:00,7533.31,7861.0,4742.81,1158.93,1160.97
2024-04-02 18:00,7903.93,8140.95,5049.34,1565.62,1165.21
2024-04-02 21:00,6657.53,7171.69,4383.85,1372.46,1037.28
2024-04-03 00:00,5855.81,6384.76,4043.11,1325.91,992.08
2024-04-03 03:00,5900.55,6572.38,4223.64,1254.26,1082.78
2024-04-03 06:00,6193.1,7298.76,5226.37,1480.34,1219.11
2024-04-03 09:00,5389.63,5779.17,4706.64,1127.55,994.28
2024-04-03 12:00,6245.27,6073.91,4670.18,662.6,915.72
2024-04-03 15:00,8161.01,7739.97,5283.6,1007.79,1108.86
2024-04-03 18:00,8239.95,8114.09,5419.96,1482.64,1184.98
2024-04-03 21:00,7006.05,7293.32,4589.84,1312.97,1029.14
2024-04-04 00:00,6081.25,6430.08,4096.0,1321.98,963.25
2024-04-04 03:00,6076.43,6633.85,4287.32,1280.52,1103.09
2024-04-04 06:00,6554.08,8053.31,5313.91,1442.89,1295.8
2024-04-04 09:00,6348.71,7977.72,3772.11,758.63,1072.51
2024-04-04 12:00,6607.84,7818.89,3755.39,547.97,1020.52
2024-04-04 15:00,7784.14,8426.54,4855.27,976.71,1170.04
2024-04-04 18:00,7963.58,8162.26,5391.54,1551.45,1265.35
2024-04-04 21:00,6785.87,7309.89,4525.11,1374.2,1105.03
2024-04-05 00:00,5993.07,6466.44,4091.34,1355.31,1025.7
2024-04-05 03:00,6010.22,6541.02,4224.47,1277.94,1109.47
2024-04-05 06:00,6715.1,8179.24,5214.91,1443.79,1258.38
2024-04-05 09:00,6699.77,8305.92,3837.51,635.12,1074.02
2024-04-05 12:00,6867.99,8160.21,3354.2,314.01,1020.41
2024-04-05 15:00,7731.88,8641.86,4728.73,871.08,1153.23
2024-04-05 18:00,7762.71,8100.14,5031.55,1535.93,1188.86
2024-04-05 21:00,6718.24,7347.76,4386.13,1363.37,1059.16
2024-04-06 00:00,5953.33,6436.07,4033.73,1315.92,985.1
2024-04-06 03:00,5802.38,6151.66,3990.98,1195.75,1022.38
2024-04-06 06:00,5692.82,6739.86,4576.12,1231.97,1142.76
2024-04-06 09:00,5023.52,5589.33,4234.97,566.42,940.73
2024-04-06 12:00,5672.08,5306.23,3976.68,270.48,936.88
2024-04-06 15:00,7262.35,7514.26,4722.56,856.34,1122.86
2024-04-06 18:00,7597.69,7954.4,4853.92,1449.41,1135.27
2024-04-06 21:00,6729.72,7131.1,4352.67,1319.98,1040.66
2024-04-07 00:00,5954.98,6220.3,3983.54,1305.96,1000.78
2024-04-07 03:00,5773.95,5941.36,3712.49,1175.06,1007.19
2024-04-07 06:00,5903.47,6201.16,4029.41,1175.15,1106.02
2024-04-07 09:00,5143.88,5099.81,3837.72,806.31,1172.46
2024-04-07 12:00,5449.93,5466.84,3226.72,376.19,1092.12
2024-04-07 15:00,7319.01,7480.47,4369.0,811.83,1147.64
2024-04-07 18:00,7638.3,8039.74,5053.84,1472.22,1243.04
2024-04-07 21:00,6600.74,7063.17,4459.83,1331.08,1091.29
